Período;TimeKey;RegiaoID;InstituicaoID;Atendimentos_Vermelha;Atendimentos_Laranja;Atendimentos_Amarela;Atendimentos_Verde;Atendimentos_Azul;Atendimentos_Branca;Atendimentos_SemTriagem;TotalAtendimentos;Médicos;MedicosInternos;Enfermeiros;Despesa;NumDoentes;CustoMedio
2020-06;20200601;3;25;168;6363;22821;15561;690;625;153;46228;179;118;610;0.0;0;0.0
2020-06;20200601;1;31;347;7310;34919;34645;2041;0;434;79262;492;300;1081;0.0;0;0.0
2020-06;20200601;4;73;128;3271;13145;14557;567;1371;0;33039;0;0;0;0.0;0;0.0
2020-06;20200601;2;20;285;8069;32487;15811;1083;3072;136;60807;276;146;783;0.0;0;0.0
2020-06;20200601;2;23;494;12906;44699;21337;1462;3405;22214;84303;1007;682;3074;0.0;0;0.0
2020-06;20200601;3;10;367;8592;31345;35531;2605;1375;8229;79815;842;645;2025;0.0;0;0.0
2020-06;20200601;1;21;140;5029;25977;15612;458;794;265;48010;168;66;404;0.0;0;0.0
2020-06;20200601;1;7;420;9410;33029;23145;832;5688;6765;72524;300;161;738;0.0;0;0.0
2020-06;20200601;1;29;39;1934;9347;11081;448;424;0;23273;67;47;221;0.0;0;0.0
2020-06;20200601;1;64;238;6277;27318;21480;269;702;120;56284;0;0;0;0.0;0;0.0
2020-06;20200601;4;69;41;1471;8131;6301;84;363;18041;16391;0;0;0;0.0;0;0.0
2020-06;20200601;3;9;355;5756;40388;38432;2103;0;1606;87034;0;0;0;0.0;0;0.0
2020-06;20200601;3;16;108;3014;12080;18558;1568;893;23258;36221;567;388;1472;0.0;0;0.0
2020-06;20200601;3;22;236;7033;28096;22288;743;2817;861;61213;177;99;622;0.0;0;0.0
2020-06;20200601;1;14;309;5951;30004;8841;1221;3810;13124;50136;738;479;1562;0.0;0;0.0
2020-06;20200601;1;53;117;4817;14901;10064;1076;2510;4147;33485;0;0;0;0.0;0;0.0
2020-06;20200601;1;72;135;3013;20056;11791;450;4417;300;39862;0;0;0;0.0;0;0.0
2020-06;20200601;2;8;51;1689;15080;6463;314;1082;22;24679;120;89;440;0.0;0;0.0
2020-06;20200601;2;35;61;1642;11578;9261;503;607;558;23652;157;74;506;0.0;0;0.0
2020-06;20200601;3;17;165;4342;16460;11802;880;1220;17393;34869;258;155;815;0.0;0;0.0
2020-06;20200601;3;3;325;6320;24108;18635;451;2399;226;52238;159;87;804;0.0;0;0.0
2020-06;20200601;3;32;143;6587;19542;28338;621;302;0;55533;0;0;0;0.0;0;0.0
2020-06;20200601;3;33;177;6502;28745;31931;876;338;111;68569;0;0;0;0.0;0;0.0
2020-06;20200601;3;28;241;10006;28486;50409;2364;2541;285;94047;391;284;1062;0.0;0;0.0
2020-06;20200601;1;30;84;3695;21058;20586;564;3376;241;49363;0;0;0;0.0;0;0.0
2020-05;20200501;5;13;275;15149;44479;39952;3162;5348;747;108365;459;301;1652;0.0;0;0.0
2020-05;20200501;2;35;54;1391;9872;7927;429;522;510;20195;157;75;507;0.0;0;0.0
2020-05;20200501;3;9;263;3535;22422;17939;1227;0;30849;45386;0;0;0;0.0;0;0.0
2020-05;20200501;3;16;91;2558;10255;15596;1263;730;20495;30493;566;389;1467;0.0;0;0.0
2020-05;20200501;3;17;148;3783;13757;9777;757;1061;15469;29283;258;155;799;0.0;0;0.0
2020-05;20200501;3;33;160;5782;24813;28558;694;271;88;60278;0;0;0;0.0;0;0.0
2020-05;20200501;3;27;239;5198;16557;23759;2479;762;972;48994;412;235;1008;0.0;0;0.0
2020-05;20200501;1;2;290;7342;28305;17614;1483;8172;2604;63206;0;0;0;0.0;0;0.0
2020-05;20200501;2;5;218;5860;21936;13550;852;2332;5747;44748;347;224;972;0.0;0;0.0
2020-05;20200501;2;38;120;2460;15452;9474;1191;1093;158;29790;0;0;0;0.0;0;0.0
2020-05;20200501;3;32;126;5811;16814;23931;481;244;0;47407;0;0;0;0.0;0;0.0
2020-05;20200501;3;25;144;5507;19071;14269;628;543;142;40162;180;120;604;0.0;0;0.0
2020-05;20200501;1;12;409;10071;29482;15844;1748;236;25968;57790;0;0;0;0.0;0;0.0
2020-05;20200501;1;31;296;6220;29582;28881;1569;0;391;66548;494;301;1086;0.0;0;0.0
2020-05;20200501;2;8;43;1494;12893;5543;257;843;20;21073;118;89;440;0.0;0;0.0
2020-05;20200501;3;3;279;5493;20709;15927;363;1875;202;44646;160;87;783;0.0;0;0.0
2020-05;20200501;3;28;221;8803;24736;43222;1879;2152;241;81013;391;286;1062;0.0;0;0.0
2020-05;20200501;1;14;267;5149;25276;7036;971;3184;11326;41883;735;483;1564;0.0;0;0.0
2020-05;20200501;1;29;30;1641;8098;9459;366;341;0;19935;66;48;218;0.0;0;0.0
2020-05;20200501;1;53;98;4160;12405;8213;888;2326;3509;28090;0;0;0;0.0;0;0.0
2020-05;20200501;4;73;109;2805;11231;12533;464;1133;0;28275;0;0;0;0.0;0;0.0
2020-05;20200501;2;23;418;10909;37654;17973;1222;2732;19667;70908;1005;683;3061;0.0;0;0.0
2020-05;20200501;1;21;123;4224;22061;13319;339;653;265;40719;167;67;404;0.0;0;0.0
2020-05;20200501;1;7;377;8011;27771;19914;706;4822;5606;61601;302;160;741;0.0;0;0.0
2020-05;20200501;1;64;200;5430;23246;18372;213;576;107;48037;0;0;0;0.0;0;0.0
2020-05;20200501;1;72;116;2610;17449;10089;378;3619;281;34261;0;0;0;0.0;0;0.0
2020-05;20200501;4;66;127;4250;18511;9627;580;271;505;33366;0;0;0;0.0;0;0.0
2020-05;20200501;4;69;36;1240;6901;5276;70;274;15552;13797;0;0;0;0.0;0;0.0
2020-05;20200501;2;15;296;5397;25905;23367;1543;1389;0;57897;250;154;868;0.0;0;0.0
2020-05;20200501;2;20;249;6960;27865;13523;842;2586;121;52025;279;148;770;0.0;0;0.0
2020-05;20200501;3;1;120;3571;18397;12031;602;79;15387;34800;0;0;0;0.0;0;0.0
2020-05;20200501;3;22;199;6112;23995;19927;611;2458;688;53302;176;99;621;0.0;0;0.0
2020-05;20200501;3;10;297;7409;26431;30915;2068;1151;6817;68271;841;651;2019;0.0;0;0.0
2020-05;20200501;1;30;72;3193;18039;17678;440;2793;213;42215;0;0;0;0.0;0;0.0
2020-04;20200401;2;5;171;4952;18087;11366;631;1856;4678;37063;349;226;973;0.0;0;0.0
2020-04;20200401;3;1;98;2999;15467;9848;443;71;13649;28926;0;0;0;0.0;0;0.0
2020-04;20200401;3;33;133;4994;20339;24992;488;227;47;51173;0;0;0;0.0;0;0.0
2020-04;20200401;1;31;239;5172;24907;23706;1283;0;348;55307;495;302;1058;0.0;0;0.0
2020-04;20200401;1;29;25;1397;6970;7990;296;274;0;16952;64;48;208;0.0;0;0.0
2020-04;20200401;1;72;94;2202;15022;8649;284;2463;241;28714;0;0;0;0.0;0;0.0
2020-04;20200401;4;66;108;3617;15867;8445;443;219;429;28699;0;0;0;0.0;0;0.0
2020-04;20200401;2;15;254;4473;21653;19918;1175;1247;0;48720;250;155;867;0.0;0;0.0
2020-04;20200401;2;35;44;1129;8305;6795;329;432;224;17034;158;75;507;0.0;0;0.0
2020-04;20200401;3;9;261;4298;30102;27510;1241;1154;0;64566;0;0;0;0.0;0;0.0
2020-04;20200401;3;16;82;2164;8492;12871;971;495;17826;25075;567;388;1472;0.0;0;0.0
2020-04;20200401;3;22;159;5184;20130;17652;465;2162;463;45752;174;102;620;0.0;0;0.0
2020-04;20200401;3;25;122;4675;15603;12940;566;461;104;34367;178;119;606;0.0;0;0.0
2020-04;20200401;1;21;102;3557;18593;11102;259;529;265;34142;167;67;404;0.0;0;0.0
2020-04;20200401;5;13;228;12756;38143;34117;2325;4358;616;91927;458;302;1655;0.0;0;0.0
2020-04;20200401;2;20;219;5928;23649;11630;615;2183;109;44224;279;148;761;0.0;0;0.0
2020-04;20200401;2;23;347;9062;31153;14920;947;2167;17539;58596;1013;687;3044;0.0;0;0.0
2020-04;20200401;3;3;232;4564;17676;13507;273;1465;185;37717;160;87;783;0.0;0;0.0
2020-04;20200401;1;12;324;8580;23864;12950;1303;185;22602;47206;0;0;0;0.0;0;0.0
2020-04;20200401;1;14;217;4316;20649;5647;752;1619;9467;33200;736;485;1566;0.0;0;0.0
2020-04;20200401;1;2;253;6118;23186;15094;1185;7944;2262;53780;0;0;0;0.0;0;0.0
2020-04;20200401;1;7;310;6714;22729;16768;578;4007;4685;51106;301;160;735;0.0;0;0.0
2020-04;20200401;1;53;86;3489;10159;6680;690;1972;2994;23076;0;0;0;0.0;0;0.0
2020-04;20200401;4;73;87;2355;9395;10732;362;966;0;23897;0;0;0;0.0;0;0.0
2020-04;20200401;2;38;101;2131;13185;8117;942;897;147;25373;0;0;0;0.0;0;0.0
2020-04;20200401;3;32;106;5057;14269;20259;269;175;0;40135;0;0;0;0.0;0;0.0
2020-04;20200401;3;28;188;7550;20980;36216;1365;1753;217;68052;391;287;1060;0.0;0;0.0
2020-04;20200401;1;30;60;2664;15382;14976;319;2310;196;35711;0;0;0;0.0;0;0.0
2020-04;20200401;1;64;163;4646;19917;15783;173;487;94;41169;0;0;0;0.0;0;0.0
2020-04;20200401;4;69;30;1018;5723;4458;54;214;13322;11497;0;0;0;0.0;0;0.0
2020-04;20200401;2;8;40;1278;10764;4675;172;705;19;17634;119;90;433;0.0;0;0.0
2020-04;20200401;3;17;122;3135;11233;7896;597;887;13700;23870;259;156;790;0.0;0;0.0
2020-04;20200401;3;10;249;6228;21568;27199;1605;982;5497;57831;844;654;2015;0.0;0;0.0
2020-04;20200401;3;27;190;4347;13808;20302;1914;640;814;41201;410;235;1015;0.0;0;0.0
2020-03;20200301;2;8;31;1076;9119;4100;116;581;17;15023;116;90;401;0.0;0;0.0
2020-03;20200301;2;23;293;7574;26475;12568;776;1705;15940;49391;1016;692;3002;0.0;0;0.0
2020-03;20200301;2;5;146;4158;15251;9650;530;1559;3902;31294;350;226;954;0.0;0;0.0
2020-03;20200301;3;9;179;2390;15824;12057;755;0;24455;31205;0;0;0;0.0;0;0.0
2020-03;20200301;3;28;153;6429;17853;31172;1029;1424;195;58060;390;288;1064;0.0;0;0.0
2020-03;20200301;3;27;148;3652;11655;17321;1563;533;593;34872;408;237;1007;0.0;0;0.0
2020-03;20200301;1;14;185;3530;17434;4551;623;1073;6647;27396;734;486;1533;0.0;0;0.0
2020-03;20200301;1;72;85;1894;13452;7633;225;1265;83;24554;0;0;0;0.0;0;0.0
2020-03;20200301;4;66;89;3135;13903;7687;366;157;233;25337;0;0;0;0.0;0;0.0
2020-03;20200301;4;73;65;1999;8129;9390;274;626;0;20483;0;0;0;0.0;0;0.0
2020-03;20200301;1;12;270;7287;19801;9201;1069;156;20092;37784;0;0;0;0.0;0;0.0
2020-03;20200301;1;30;46;2255;13265;12660;243;1791;180;30260;0;0;0;0.0;0;0.0
2020-03;20200301;1;31;188;4320;21634;19904;1122;0;317;47168;498;304;995;0.0;0;0.0
2020-03;20200301;1;29;20;1187;6085;6833;251;215;0;14591;64;50;200;0.0;0;0.0
2020-03;20200301;5;13;197;10927;33341;30328;1804;3414;494;80011;455;303;1647;0.0;0;0.0
2020-03;20200301;2;38;78;1886;11608;7172;782;667;127;22193;0;0;0;0.0;0;0.0
2020-03;20200301;3;10;203;5363;18321;24336;1281;655;4475;50159;844;653;2006;0.0;0;0.0
2020-03;20200301;3;3;199;3867;15546;11585;207;997;153;32401;160;87;768;0.0;0;0.0
2020-03;20200301;3;32;89;4427;12431;17669;161;127;0;34904;0;0;0;0.0;0;0.0
2020-03;20200301;3;33;116;4316;16819;22032;355;171;35;43809;0;0;0;0.0;0;0.0
2020-03;20200301;4;69;23;852;4906;3828;39;182;11739;9830;0;0;0;0.0;0;0.0
2020-03;20200301;3;1;85;2538;13316;8229;313;61;12407;24542;0;0;0;0.0;0;0.0
2020-03;20200301;3;22;132;4429;17322;16038;363;1683;301;39967;175;103;604;0.0;0;0.0
2020-03;20200301;1;21;79;3006;16031;9145;210;447;265;28918;167;67;398;0.0;0;0.0
2020-03;20200301;1;53;69;2863;8401;5345;566;1322;2519;18566;0;0;0;0.0;0;0.0
2020-03;20200301;2;15;204;3729;18767;16903;831;1087;0;41521;249;156;852;0.0;0;0.0
2020-03;20200301;2;20;188;5029;20621;10024;493;1837;99;38192;279;149;754;0.0;0;0.0
2020-03;20200301;2;35;42;900;7213;5953;263;335;66;14706;159;75;491;0.0;0;0.0
2020-03;20200301;3;16;64;1812;7142;10772;709;419;15870;20918;566;390;1441;0.0;0;0.0
2020-03;20200301;3;17;94;2574;9395;6282;358;772;12281;19475;259;156;787;0.0;0;0.0
2020-03;20200301;3;25;104;4056;13457;11501;469;395;99;29982;179;120;603;0.0;0;0.0
2020-03;20200301;1;2;206;5107;19456;13399;995;7687;1898;46850;0;0;0;0.0;0;0.0
2020-03;20200301;1;7;254;5663;19156;13220;288;3082;3634;41663;299;165;703;0.0;0;0.0
2020-03;20200301;1;64;132;3962;17642;13872;137;384;84;36129;0;0;0;0.0;0;0.0
2020-02;20200201;2;8;25;818;7086;3186;98;436;12;11649;115;90;401;0.0;0;0.0
2020-02;20200201;3;27;114;2781;9002;13025;1163;320;381;26405;405;241;1007;0.0;0;0.0
2020-02;20200201;1;7;198;4406;14499;10147;184;2222;2707;31656;299;165;705;0.0;0;0.0
2020-02;20200201;1;64;101;3054;14004;10862;105;262;62;28388;0;0;0;0.0;0;0.0
2020-02;20200201;1;72;63;1475;10691;5812;162;549;33;18752;0;0;0;0.0;0;0.0
2020-02;20200201;5;13;144;8341;25900;23582;1312;2230;382;61509;454;304;1640;0.0;0;0.0
2020-02;20200201;2;5;111;3166;11647;7407;403;1188;2957;23922;350;226;954;0.0;0;0.0
2020-02;20200201;2;35;36;650;5496;4585;186;229;17;11182;160;74;489;0.0;0;0.0
2020-02;20200201;3;17;58;1933;7053;4587;194;609;9889;14434;255;157;788;0.0;0;0.0
2020-02;20200201;3;10;157;4250;14707;18724;1021;423;3411;39282;846;654;2006;0.0;0;0.0
2020-02;20200201;3;32;75;3393;9736;13730;94;94;0;27122;0;0;0;0.0;0;0.0
2020-02;20200201;3;33;89;3336;12619;17082;255;114;22;33495;0;0;0;0.0;0;0.0
2020-02;20200201;1;30;40;1710;10231;9859;167;1307;142;23314;0;0;0;0.0;0;0.0
2020-02;20200201;1;29;14;893;4740;5329;180;159;0;11315;64;51;201;0.0;0;0.0
2020-02;20200201;4;66;64;2373;10634;6038;281;116;101;19506;0;0;0;0.0;0;0.0
2020-02;20200201;4;73;54;1526;6285;7248;189;439;0;15741;0;0;0;0.0;0;0.0
2020-02;20200201;2;23;223;5645;20505;9210;623;1141;13020;37347;1018;697;3006;0.0;0;0.0
2020-02;20200201;3;1;65;1883;10208;6124;205;41;9961;18526;0;0;0;0.0;0;0.0
2020-02;20200201;3;16;49;1342;5559;8154;530;234;12639;15868;563;395;1444;0.0;0;0.0
2020-02;20200201;1;12;196;4370;15540;6121;875;131;16196;27233;0;0;0;0.0;0;0.0
2020-02;20200201;1;21;59;2332;12381;6844;137;312;263;22065;168;67;394;0.0;0;0.0
2020-02;20200201;1;14;143;2693;13757;3615;489;598;3874;21295;731;490;1483;0.0;0;0.0
2020-02;20200201;1;2;129;3932;15206;10274;715;6596;1490;36852;0;0;0;0.0;0;0.0
2020-02;20200201;4;69;19;632;3778;2955;21;143;8957;7548;0;0;0;0.0;0;0.0
2020-02;20200201;2;15;156;2791;14357;12752;563;718;0;31337;250;158;854;0.0;0;0.0
2020-02;20200201;2;20;154;3910;16195;7796;357;1087;75;29499;278;149;743;0.0;0;0.0
2020-02;20200201;3;22;96;3470;13487;12880;270;1169;138;31372;173;104;606;0.0;0;0.0
2020-02;20200201;3;3;144;2951;12055;8810;125;622;132;24707;161;88;769;0.0;0;0.0
2020-02;20200201;2;38;55;1400;8909;5389;578;475;35;16806;0;0;0;0.0;0;0.0
2020-02;20200201;3;9;135;1710;12200;8991;562;0;19316;23598;0;0;0;0.0;0;0.0
2020-02;20200201;3;25;74;3186;10536;9133;347;292;79;23568;178;121;604;0.0;0;0.0
2020-02;20200201;3;28;113;4912;13873;23817;739;1034;144;44488;387;289;1065;0.0;0;0.0
2020-02;20200201;1;31;151;3311;17046;14954;789;0;248;36251;499;306;992;0.0;0;0.0
2020-02;20200201;1;53;46;2179;6412;4056;454;336;1854;13483;0;0;0;0.0;0;0.0
2020-01;20200101;4;73;24;818;3296;3764;98;237;0;8237;0;0;0;0.0;0;0.0
2020-01;20200101;2;38;28;773;4727;2809;291;250;20;8878;0;0;0;0.0;0;0.0
2020-01;20200101;2;35;21;344;2811;2436;105;106;11;5823;159;77;486;0.0;0;0.0
2020-01;20200101;3;16;23;683;2930;4191;282;120;6611;8229;566;398;1450;0.0;0;0.0
2020-01;20200101;3;10;81;2286;7796;9820;528;213;1824;20724;846;668;2000;0.0;0;0.0
2020-01;20200101;4;66;32;1292;5571;3205;154;64;60;10318;0;0;0;0.0;0;0.0
2020-01;20200101;3;17;35;1018;3619;2397;108;315;5133;7492;253;160;784;0.0;0;0.0
2020-01;20200101;3;3;77;1552;6045;4524;73;313;64;12584;163;90;773;0.0;0;0.0
2020-01;20200101;3;32;39;1803;4985;7074;55;38;0;13994;0;0;0;0.0;0;0.0
2020-01;20200101;3;33;44;1807;6530;8814;126;55;7;17376;0;0;0;0.0;0;0.0
2020-01;20200101;3;28;60;2588;7402;12317;399;555;74;23321;386;292;1069;0.0;0;0.0
2020-01;20200101;3;27;61;1495;4819;7004;610;176;219;14165;406;241;1007;0.0;0;0.0
2020-01;20200101;2;8;16;429;3751;1577;45;243;9;6061;117;89;402;0.0;0;0.0
2020-01;20200101;2;15;89;1498;7267;6573;283;360;0;16070;247;159;851;0.0;0;0.0
2020-01;20200101;2;5;59;1673;6170;3938;213;628;1558;12681;350;229;949;0.0;0;0.0
2020-01;20200101;3;1;29;1022;5257;3228;120;26;5144;9682;0;0;0;0.0;0;0.0
2020-01;20200101;3;9;60;935;6477;4576;276;0;10230;12324;0;0;0;0.0;0;0.0
2020-01;20200101;1;7;101;2377;7525;5360;85;1174;1455;16622;298;165;701;0.0;0;0.0
2020-01;20200101;1;29;8;465;2465;2766;97;84;0;5885;63;51;200;0.0;0;0.0
2020-01;20200101;1;72;34;806;5857;3118;77;285;19;10177;0;0;0;0.0;0;0.0
2020-01;20200101;5;13;55;4408;13568;12282;716;1126;253;32155;457;309;1649;0.0;0;0.0
2020-01;20200101;2;20;79;2180;8498;4364;188;557;49;15866;276;152;745;0.0;0;0.0
2020-01;20200101;3;22;53;1918;7068;6638;121;614;83;16412;169;105;607;0.0;0;0.0
2020-01;20200101;1;12;91;2286;8162;3181;465;117;8610;14302;0;0;0;0.0;0;0.0
2020-01;20200101;1;2;82;2079;7857;5258;366;3623;776;19265;0;0;0;0.0;0;0.0
2020-01;20200101;1;31;80;1821;8724;7612;400;0;134;18637;499;308;986;0.0;0;0.0
2020-01;20200101;1;53;26;1201;3349;2140;223;162;928;7101;0;0;0;0.0;0;0.0
2020-01;20200101;1;64;58;1698;7380;5896;53;152;28;15237;0;0;0;0.0;0;0.0
2020-01;20200101;4;69;9;319;1955;1484;8;65;4555;3840;0;0;0;0.0;0;0.0
2020-01;20200101;2;23;125;2943;10711;4682;352;566;7214;19379;1018;703;3000;0.0;0;0.0
2020-01;20200101;3;25;36;1713;5562;4713;165;178;51;12367;177;126;601;0.0;0;0.0
2020-01;20200101;1;21;38;1200;6263;3584;93;165;240;11343;169;67;394;0.0;0;0.0
2020-01;20200101;1;14;84;1378;7195;1820;248;299;2044;11024;733;497;1482;0.0;0;0.0
2020-01;20200101;1;30;28;933;5228;5018;88;653;77;11948;0;0;0;0.0;0;0.0
2019-12;20191201;4;69;100;4551;23326;16442;137;951;47726;45507;0;0;0;0.0;0;0.0
2019-12;20191201;3;17;324;10218;46899;31986;692;3135;53682;93254;256;145;782;0.0;0;0.0
2019-12;20191201;3;25;395;15384;59072;54856;655;2033;251;132395;179;102;601;0.0;0;0.0
2019-12;20191201;1;21;302;12932;73977;42679;960;2133;44;132983;170;52;391;0.0;0;0.0
2019-12;20191201;1;30;216;10464;60200;59100;1246;7790;759;139016;0;0;0;0.0;0;0.0
2019-12;20191201;4;73;304;8613;37465;40737;1120;2652;0;90891;0;0;0;0.0;0;0.0
2019-12;20191201;3;16;266;7891;34739;45611;3109;1263;70055;92879;566;370;1449;0.0;0;0.0
2019-12;20191201;1;14;775;15724;85356;21494;2465;3254;24034;129068;741;439;1465;0.0;0;0.0
2019-12;20191201;1;2;736;23377;91356;55144;3804;35009;8196;209426;0;0;0;0.0;0;0.0
2019-12;20191201;1;7;961;22359;83405;59321;838;12342;15332;179226;297;146;695;0.0;0;0.0
2019-12;20191201;1;31;867;17944;100868;97072;5269;0;1624;222020;499;252;988;0.0;0;0.0
2019-12;20191201;1;53;330;12935;38787;22783;1861;1946;10934;78642;0;0;0;0.0;0;0.0
2019-12;20191201;2;15;695;15786;87138;77428;4041;4465;0;189553;245;129;852;0.0;0;0.0
2019-12;20191201;2;5;525;17141;71956;45054;2230;6981;17043;143887;349;195;949;0.0;0;0.0
2019-12;20191201;2;35;122;3399;32145;27503;1299;1305;121;65773;160;67;487;0.0;0;0.0
2019-12;20191201;3;10;851;16212;71507;87725;6011;2090;67295;184396;850;610;2016;0.0;0;0.0
2019-12;20191201;3;3;759;14735;71815;56591;958;3873;580;148731;163;71;775;0.0;0;0.0
2019-12;20191201;3;32;428;18572;56748;84209;626;439;0;161022;0;0;0;0.0;0;0.0
2019-12;20191201;3;33;479;17666;75802;104322;1392;697;161;200358;0;0;0;0.0;0;0.0
2019-12;20191201;1;12;1140;24449;94355;40538;5092;2072;91961;167646;0;0;0;0.0;0;0.0
2019-12;20191201;1;29;101;5290;28681;27792;1137;672;0;63673;64;47;200;0.0;0;0.0
2019-12;20191201;1;64;464;17926;83925;61687;733;1750;635;166485;0;0;0;0.0;0;0.0
2019-12;20191201;5;13;1003;47682;156964;136600;5531;13174;1945;360954;461;295;1651;0.0;0;0.0
2019-12;20191201;2;8;135;3523;39781;11404;295;1889;13935;57027;117;76;403;0.0;0;0.0
2019-12;20191201;3;1;346;11321;57921;35199;1199;3897;49038;109883;0;0;0;0.0;0;0.0
2019-12;20191201;1;72;283;8313;63739;35206;963;3326;278;111830;0;0;0;0.0;0;0.0
2019-12;20191201;4;66;323;12588;58626;30448;1422;716;2033;104123;0;0;0;0.0;0;0.0
2019-12;20191201;2;20;672;19797;96507;49493;1824;7105;412;175398;276;128;746;0.0;0;0.0
2019-12;20191201;2;23;1258;29770;120350;49020;3825;1854;92962;206077;1024;611;2987;0.0;0;0.0
2019-12;20191201;2;38;310;8109;51973;33094;3280;3463;347;100229;0;0;0;0.0;0;0.0
2019-12;20191201;3;9;706;9434;70887;61931;3497;0;101202;146455;0;0;0;0.0;0;0.0
2019-12;20191201;3;22;505;18429;79746;74423;1673;7339;511;182115;169;106;608;0.0;0;0.0
2019-12;20191201;3;28;695;27510;81475;141332;4730;5366;1118;261108;384;249;1063;0.0;0;0.0
2019-12;20191201;3;27;760;15043;50431;86180;7257;1643;2407;161314;408;199;998;0.0;0;0.0
2019-11;20191101;4;69;92;4174;21396;15081;125;872;43636;41740;0;0;0;0.0;0;0.0
2019-11;20191101;2;15;630;14408;79419;69994;3713;4078;0;172242;248;129;852;0.0;0;0.0
2019-11;20191101;2;23;1165;27428;110873;45145;3531;1707;83818;189849;1028;616;2979;0.0;0;0.0
2019-11;20191101;3;16;233;7150;31904;41465;2866;1136;63371;84754;568;372;1447;0.0;0;0.0
2019-11;20191101;1;12;1050;22309;86424;37237;4676;1927;82363;153623;0;0;0;0.0;0;0.0
2019-11;20191101;1;21;272;11697;67308;38656;878;1942;43;120753;172;52;394;0.0;0;0.0
2019-11;20191101;1;7;857;20382;76048;53879;773;11327;13988;163266;298;146;692;0.0;0;0.0
2019-11;20191101;4;73;280;7908;34448;37017;1019;2444;0;83116;0;0;0;0.0;0;0.0
2019-11;20191101;3;22;454;16625;72377;66802;1507;6735;410;164500;170;107;608;0.0;0;0.0
2019-11;20191101;3;32;399;16488;51704;76753;583;403;0;146330;0;0;0;0.0;0;0.0
2019-11;20191101;1;64;422;16428;77044;56026;681;1599;615;152200;0;0;0;0.0;0;0.0
2019-11;20191101;2;8;117;3127;36159;9863;235;1621;13927;51122;118;78;403;0.0;0;0.0
2019-11;20191101;2;5;478;15716;65948;40979;2034;6362;15619;131517;349;196;950;0.0;0;0.0
2019-11;20191101;3;9;642;8530;64703;56984;3147;0;90193;134006;0;0;0;0.0;0;0.0
2019-11;20191101;3;3;698;13443;65090;51400;908;4023;0;135562;164;71;770;0.0;0;0.0
2019-11;20191101;1;72;260;7580;58082;32216;881;3045;260;102064;0;0;0;0.0;0;0.0
2019-11;20191101;5;13;930;43406;144263;125248;4987;12050;1907;330884;462;300;1628;0.0;0;0.0
2019-11;20191101;2;20;620;17799;88176;44759;1677;6439;357;159470;278;130;750;0.0;0;0.0
2019-11;20191101;3;1;318;10343;52783;32292;1127;3462;44114;100325;0;0;0;0.0;0;0.0
2019-11;20191101;3;17;296;9312;42743;29151;631;2857;48925;84990;261;145;779;0.0;0;0.0
2019-11;20191101;3;25;356;13807;53842;50046;522;1911;229;120484;179;103;602;0.0;0;0.0
2019-11;20191101;3;28;638;24765;74222;128371;4324;4870;1031;237190;388;249;1058;0.0;0;0.0
2019-11;20191101;3;27;685;13735;46094;79535;6810;1483;2223;148342;409;201;991;0.0;0;0.0
2019-11;20191101;1;14;709;14357;78257;19799;2244;2897;21995;118263;742;440;1469;0.0;0;0.0
2019-11;20191101;1;2;647;21428;83409;49743;3479;30628;7380;189334;0;0;0;0.0;0;0.0
2019-11;20191101;1;31;802;16197;91633;88748;4873;0;1441;202253;504;252;983;0.0;0;0.0
2019-11;20191101;4;66;299;11365;53550;27733;1318;648;1979;94913;0;0;0;0.0;0;0.0
2019-11;20191101;2;38;277;7449;47645;30160;2989;3205;321;91725;0;0;0;0.0;0;0.0
2019-11;20191101;2;35;115;3107;29382;24992;1209;1182;115;59987;161;67;485;0.0;0;0.0
2019-11;20191101;3;10;786;14833;65326;80522;5573;1892;60634;168932;860;612;2018;0.0;0;0.0
2019-11;20191101;3;33;432;15762;68954;95148;1266;643;157;182205;0;0;0;0.0;0;0.0
2019-11;20191101;1;30;193;9597;54849;53929;1172;7099;674;126839;0;0;0;0.0;0;0.0
2019-11;20191101;1;29;91;4821;25985;25035;1070;593;0;57595;65;47;200;0.0;0;0.0
2019-11;20191101;1;53;302;11813;35542;20779;1685;1793;10009;71914;0;0;0;0.0;0;0.0
2019-10;20191001;4;73;258;7232;31380;33612;942;2246;0;75670;0;0;0;0.0;0;0.0
2019-10;20191001;2;15;570;13027;71826;63389;3418;3758;0;155988;249;129;848;0.0;0;0.0
2019-10;20191001;3;1;280;9413;47794;29556;1031;3163;39552;91237;0;0;0;0.0;0;0.0
2019-10;20191001;3;33;404;14122;62521;86321;1134;564;145;165066;0;0;0;0.0;0;0.0
2019-10;20191001;2;8;97;2666;32295;8141;106;1386;13919;44691;117;78;401;0.0;0;0.0
2019-10;20191001;2;20;559;16005;80180;40588;1523;5815;311;144670;278;129;748;0.0;0;0.0
2019-10;20191001;2;5;433;14289;59998;36786;1847;5813;14254;119166;351;196;942;0.0;0;0.0
2019-10;20191001;3;25;331;12593;48857;45507;484;1782;219;109554;186;103;605;0.0;0;0.0
2019-10;20191001;1;12;958;20352;78877;34020;4250;1787;73849;140244;0;0;0;0.0;0;0.0
2019-10;20191001;1;30;175;8807;49704;48814;1093;6490;604;115083;0;0;0;0.0;0;0.0
2019-10;20191001;1;64;380;14994;70185;50590;627;1456;583;138232;0;0;0;0.0;0;0.0
