Período;TimeKey;RegiaoID;InstituicaoID;Atendimentos_Vermelha;Atendimentos_Laranja;Atendimentos_Amarela;Atendimentos_Verde;Atendimentos_Azul;Atendimentos_Branca;Atendimentos_SemTriagem;TotalAtendimentos;Médicos;MedicosInternos;Enfermeiros;Despesa;NumDoentes;CustoMedio
2026-04;20260401;3;71;226;4618;23761;16280;295;1722;116;46902;271;94;1006;0.0;0;0.0
2026-04;20260401;3;36;160;4874;19610;11297;430;1608;206;37979;383;188;1063;0.0;0;0.0
2026-04;20260401;2;37;43;1464;13905;5664;99;640;16;21815;171;113;617;0.0;0;0.0
2026-04;20260401;2;38;111;2954;16685;11572;603;426;37;32351;0;0;0;0.0;0;0.0
2026-04;20260401;1;40;122;2247;11320;6693;350;4;60;20736;260;100;498;0.0;0;0.0
2026-04;20260401;2;41;215;7522;33276;7477;737;3020;132;52247;548;290;1180;0.0;0;0.0
2026-04;20260401;5;61;375;13592;51185;40909;1857;2974;1019;110892;728;459;2338;0.0;0;0.0
2026-04;20260401;4;66;98;3869;19210;11310;408;435;58;35330;0;0;0;0.0;0;0.0
2026-04;20260401;4;69;79;2246;11954;12054;474;779;0;27586;0;0;0;0.0;0;0.0
2026-04;20260401;1;70;120;3735;22171;7046;228;752;0;34052;362;154;776;0.0;0;0.0
2026-04;20260401;1;72;111;2947;22713;4866;237;1308;81;32182;0;0;0;0.0;0;0.0
2026-04;20260401;2;42;331;5279;28633;13336;591;946;208;49116;507;216;1373;0.0;0;0.0
2026-04;20260401;3;44;259;8944;23737;33190;1166;1629;901;68925;740;410;1612;0.0;0;0.0
2026-04;20260401;2;48;475;11502;43701;18656;710;1530;183;76574;1402;854;3845;0.0;0;0.0
2026-04;20260401;3;54;323;8034;26534;19239;798;833;1122;55761;1094;762;2359;0.0;0;0.0
2026-04;20260401;1;57;399;8072;30869;11009;1968;0;30243;52317;0;0;0;0.0;0;0.0
2026-04;20260401;1;58;155;6464;43307;17090;400;2071;3;69487;588;296;1644;0.0;0;0.0
2026-04;20260401;4;62;81;2710;12706;10953;267;851;41;27568;146;31;626;0.0;0;0.0
2026-04;20260401;3;65;142;3790;19172;15952;482;1535;329;41073;284;153;860;0.0;0;0.0
2026-04;20260401;3;32;138;5101;15549;19443;315;23;0;40569;0;0;0;0.0;0;0.0
2026-04;20260401;3;39;181;5246;19947;6608;499;413;74;32894;284;97;897;0.0;0;0.0
2026-04;20260401;1;46;283;5927;31825;16962;226;2363;322;57586;856;473;1700;0.0;0;0.0
2026-04;20260401;2;49;194;6530;26684;16188;1761;9;4537;51366;0;0;0;0.0;0;0.0
2026-04;20260401;3;56;297;5494;41174;21699;1376;1171;1308;71211;1451;762;3107;0.0;0;0.0
2026-04;20260401;1;63;75;3830;18973;18064;512;3638;183;45092;568;286;1289;0.0;0;0.0
2026-04;20260401;3;74;154;6033;23771;13366;491;491;2089;44306;257;100;901;0.0;0;0.0
2026-03;20260301;2;35;49;1241;8362;6259;291;463;19;16665;142;58;553;0.0;0;0.0
2026-03;20260301;3;56;221;4130;30280;15671;973;828;1011;52103;1459;764;3122;0.0;0;0.0
2026-03;20260301;5;61;296;10060;37906;30298;1357;2163;775;82080;728;468;2344;0.0;0;0.0
2026-03;20260301;2;42;272;3925;21150;9684;420;724;159;36175;510;217;1373;0.0;0;0.0
2026-03;20260301;3;43;197;4443;17371;10328;447;1200;91;33986;645;344;1328;0.0;0;0.0
2026-03;20260301;2;49;138;4876;19483;11520;1316;8;3758;37341;0;0;0;0.0;0;0.0
2026-03;20260301;1;50;159;5599;26508;5447;216;41;34;37970;622;333;1200;0.0;0;0.0
2026-03;20260301;3;52;64;2463;11886;5560;341;53;3715;20367;434;234;687;0.0;0;0.0
2026-03;20260301;1;57;297;6021;22642;8117;1496;0;22534;38573;0;0;0;0.0;0;0.0
2026-03;20260301;1;59;138;3526;26028;8990;300;1018;223;40000;0;0;0;0.0;0;0.0
2026-03;20260301;4;62;69;2010;9444;8060;205;605;31;20393;146;32;624;0.0;0;0.0
2026-03;20260301;1;64;170;4427;20296;9448;240;748;10;35329;0;0;0;0.0;0;0.0
2026-03;20260301;4;66;76;2916;14145;8459;302;337;47;26235;0;0;0;0.0;0;0.0
2026-03;20260301;3;68;67;2144;13386;5078;267;1011;146;21953;277;132;633;0.0;0;0.0
2026-03;20260301;3;71;188;3494;17595;12043;213;1329;90;34862;271;94;1003;0.0;0;0.0
2026-03;20260301;3;74;123;4633;17665;9645;335;377;1392;32778;258;101;903;0.0;0;0.0
2026-03;20260301;1;75;263;7027;24571;10502;625;1600;2992;44588;710;310;1551;0.0;0;0.0
2026-03;20260301;3;32;108;3962;11463;14464;240;21;0;30258;0;0;0;0.0;0;0.0
2026-03;20260301;3;36;125;3701;14504;8440;318;1170;149;28258;383;189;1059;0.0;0;0.0
2026-03;20260301;2;38;87;2292;12493;8671;442;326;30;24311;0;0;0;0.0;0;0.0
2026-03;20260301;1;40;95;1681;8264;5274;269;3;37;15586;261;101;495;0.0;0;0.0
2026-03;20260301;2;48;344;8691;32374;13784;514;1153;127;56860;1413;856;3842;0.0;0;0.0
2026-03;20260301;3;51;101;2520;12314;13729;651;894;2077;30209;947;582;1839;0.0;0;0.0
2026-03;20260301;1;53;93;3256;10147;2955;717;28;2305;17196;0;0;0;0.0;0;0.0
2026-03;20260301;1;55;162;3334;19068;5155;642;493;2745;28854;1148;715;2193;0.0;0;0.0
2026-03;20260301;1;58;127;4921;31831;12800;282;1501;3;51462;589;297;1645;0.0;0;0.0
2026-03;20260301;4;60;95;3235;9723;8794;443;977;65;23267;330;127;880;0.0;0;0.0
2026-03;20260301;3;65;107;2866;14276;11950;367;1169;259;30735;286;153;862;0.0;0;0.0
2026-03;20260301;1;70;95;2737;16231;5207;166;503;0;24939;359;154;769;0.0;0;0.0
2026-03;20260301;2;37;31;1121;10225;4223;65;463;9;16128;170;113;612;0.0;0;0.0
2026-03;20260301;1;46;224;4613;24164;12860;182;1796;244;43839;865;475;1714;0.0;0;0.0
2026-03;20260301;1;63;62;2933;14109;13409;375;2683;137;33571;568;286;1290;0.0;0;0.0
2026-03;20260301;2;67;40;1419;8208;3755;35;219;35;13676;183;94;393;0.0;0;0.0
2026-03;20260301;4;69;57;1669;8873;8963;322;556;0;20440;0;0;0;0.0;0;0.0
2026-03;20260301;3;39;146;4019;14690;4837;351;312;59;24355;284;97;894;0.0;0;0.0
2026-03;20260301;2;41;154;5693;24519;5404;524;2232;92;38526;549;290;1178;0.0;0;0.0
2026-03;20260301;3;44;202;6732;17707;24306;904;1166;772;51017;746;411;1601;0.0;0;0.0
2026-03;20260301;1;45;43;1230;6465;6683;312;137;4;14870;193;88;436;0.0;0;0.0
2026-03;20260301;3;54;230;5978;19653;14304;578;611;818;41354;1090;768;2374;0.0;0;0.0
2026-03;20260301;1;72;78;2242;17002;3720;180;977;61;24199;0;0;0;0.0;0;0.0
2026-02;20260201;2;35;34;799;5414;4113;189;270;12;10819;142;58;552;0.0;0;0.0
2026-02;20260201;2;37;25;766;6521;2749;49;318;3;10428;169;113;607;0.0;0;0.0
2026-02;20260201;2;42;171;2566;13337;5965;239;525;103;22803;510;217;1369;0.0;0;0.0
2026-02;20260201;3;51;72;1620;7803;8546;418;585;1315;19044;952;585;1847;0.0;0;0.0
2026-02;20260201;1;58;88;3208;20759;8096;173;970;2;33294;582;302;1646;0.0;0;0.0
2026-02;20260201;1;59;82;2298;16167;5364;171;673;122;24755;0;0;0;0.0;0;0.0
2026-02;20260201;4;69;37;1100;5593;5669;195;361;0;12955;0;0;0;0.0;0;0.0
2026-02;20260201;1;75;172;4470;15372;6471;416;935;1898;27836;703;316;1548;0.0;0;0.0
2026-02;20260201;1;40;68;1094;5140;3572;164;1;26;10039;260;102;495;0.0;0;0.0
2026-02;20260201;3;44;149;4305;11185;15032;577;713;641;31961;754;412;1595;0.0;0;0.0
2026-02;20260201;3;54;145;3877;12379;8902;394;413;524;26110;1091;780;2369;0.0;0;0.0
2026-02;20260201;4;62;42;1375;6050;5221;127;386;21;13201;145;33;623;0.0;0;0.0
2026-02;20260201;2;67;26;940;5142;2317;23;143;27;8591;183;94;393;0.0;0;0.0
2026-02;20260201;2;38;61;1511;7947;5703;270;192;20;15684;0;0;0;0.0;0;0.0
2026-02;20260201;3;43;120;2768;10835;6309;282;762;49;21076;645;346;1327;0.0;0;0.0
2026-02;20260201;1;57;193;3786;14488;5001;886;0;14141;24354;0;0;0;0.0;0;0.0
2026-02;20260201;3;56;148;2678;19718;9882;653;532;681;33611;1458;774;3133;0.0;0;0.0
2026-02;20260201;4;60;67;2106;6131;5809;296;659;42;15068;326;128;881;0.0;0;0.0
2026-02;20260201;3;68;46;1323;8393;3009;164;752;104;13687;276;135;637;0.0;0;0.0
2026-02;20260201;3;71;137;2375;11122;7627;145;853;55;22259;271;95;1007;0.0;0;0.0
2026-02;20260201;1;72;52;1493;11292;2423;115;650;42;16025;0;0;0;0.0;0;0.0
2026-02;20260201;3;74;77;3044;11097;5821;216;250;781;20505;257;102;904;0.0;0;0.0
2026-02;20260201;3;39;113;2695;9343;3057;214;200;36;15622;285;97;897;0.0;0;0.0
2026-02;20260201;1;45;33;794;4096;4069;190;92;4;9274;193;88;436;0.0;0;0.0
2026-02;20260201;1;46;149;3037;15735;8140;134;1201;163;28396;867;476;1705;0.0;0;0.0
2026-02;20260201;3;52;51;1623;7703;3630;226;36;2571;13269;435;233;693;0.0;0;0.0
2026-02;20260201;3;65;75;1827;9163;7655;260;794;166;19774;287;153;863;0.0;0;0.0
2026-02;20260201;4;66;58;1923;8926;5520;188;203;33;16818;0;0;0;0.0;0;0.0
2026-02;20260201;3;32;69;2560;7314;9278;163;17;0;19401;0;0;0;0.0;0;0.0
2026-02;20260201;3;36;86;2378;9135;5373;214;754;91;17940;383;189;1059;0.0;0;0.0
2026-02;20260201;2;41;104;3688;15536;3288;328;1438;61;24382;548;290;1182;0.0;0;0.0
2026-02;20260201;2;48;225;5558;20479;8683;314;769;49;36028;1417;859;3822;0.0;0;0.0
2026-02;20260201;2;49;83;3196;12401;7201;856;4;2637;23741;0;0;0;0.0;0;0.0
2026-02;20260201;1;50;98;3653;16598;3244;112;23;13;23728;612;337;1201;0.0;0;0.0
2026-02;20260201;1;53;67;2147;6469;1829;467;15;1499;10994;0;0;0;0.0;0;0.0
2026-02;20260201;1;55;103;2159;11749;3071;290;297;2562;17669;1145;721;2206;0.0;0;0.0
2026-02;20260201;5;61;200;6535;24518;19296;833;1414;605;52796;730;470;2347;0.0;0;0.0
2026-02;20260201;1;63;37;1886;9000;8534;277;1718;74;21452;567;286;1293;0.0;0;0.0
2026-02;20260201;1;64;115;2883;12761;6099;146;494;4;22498;0;0;0;0.0;0;0.0
2026-02;20260201;1;70;64;1795;10202;3360;122;303;0;15846;359;154;763;0.0;0;0.0
2026-01;20260101;3;32;32;1357;3681;4711;94;9;0;9884;0;0;0;0.0;0;0.0
2026-01;20260101;2;37;13;433;3355;1401;19;171;2;5392;169;114;607;0.0;0;0.0
2026-01;20260101;2;38;36;863;4285;3083;137;84;12;8488;0;0;0;0.0;0;0.0
2026-01;20260101;3;39;76;1542;4802;1617;116;85;19;8238;287;97;899;0.0;0;0.0
2026-01;20260101;2;42;99;1380;6942;3157;135;285;63;11998;506;220;1368;0.0;0;0.0
2026-01;20260101;2;48;128;2972;10648;4508;177;450;49;18883;1418;867;3827;0.0;0;0.0
2026-01;20260101;2;49;52;1732;6504;3898;457;3;1168;12646;0;0;0;0.0;0;0.0
2026-01;20260101;1;50;52;1965;8249;1572;52;6;10;11896;616;328;1196;0.0;0;0.0
2026-01;20260101;4;60;44;1229;3229;3196;153;364;24;8215;326;128;883;0.0;0;0.0
2026-01;20260101;5;61;109;3488;12899;9987;451;715;258;27649;734;476;2355;0.0;0;0.0
2026-01;20260101;4;69;21;643;3081;3088;115;178;0;7126;0;0;0;0.0;0;0.0
2026-01;20260101;1;70;36;1012;5323;1633;47;139;0;8190;360;156;762;0.0;0;0.0
2026-01;20260101;1;75;86;2330;7844;3323;200;521;959;14304;701;319;1549;0.0;0;0.0
2026-01;20260101;1;40;41;604;2461;1825;93;0;13;5024;259;103;496;0.0;0;0.0
2026-01;20260101;3;43;60;1551;5573;3062;136;414;17;10796;644;345;1326;0.0;0;0.0
2026-01;20260101;1;46;69;1255;7270;5400;76;601;86;14671;854;485;1705;0.0;0;0.0
2026-01;20260101;1;57;93;2061;7511;2521;420;0;7331;12606;0;0;0;0.0;0;0.0
2026-01;20260101;3;71;75;1282;5864;4073;67;468;31;11829;273;94;1012;0.0;0;0.0
2026-01;20260101;1;45;19;427;2068;2098;92;40;2;4744;194;88;438;0.0;0;0.0
2026-01;20260101;1;53;33;1114;3224;902;232;5;828;5510;0;0;0;0.0;0;0.0
2026-01;20260101;3;54;80;2029;6349;4420;201;214;264;13293;1090;786;2365;0.0;0;0.0
2026-01;20260101;1;58;55;1727;11299;4288;81;483;2;17933;582;305;1650;0.0;0;0.0
2026-01;20260101;1;63;21;1043;4691;4234;128;898;27;11015;562;287;1295;0.0;0;0.0
2026-01;20260101;1;64;67;1537;6647;3113;64;252;3;11680;0;0;0;0.0;0;0.0
2026-01;20260101;3;74;52;1661;5849;3133;130;148;395;10973;257;106;906;0.0;0;0.0
2026-01;20260101;2;35;22;437;2875;2205;75;120;6;5734;142;58;552;0.0;0;0.0
2026-01;20260101;3;44;78;2309;5596;7485;283;375;440;16126;740;423;1595;0.0;0;0.0
2026-01;20260101;3;51;31;866;3867;4388;245;308;684;9705;949;590;1852;0.0;0;0.0
2026-01;20260101;3;52;31;820;3777;1799;130;13;1436;6570;435;235;700;0.0;0;0.0
2026-01;20260101;3;56;71;1407;10209;5245;370;298;357;17600;1455;784;3141;0.0;0;0.0
2026-01;20260101;1;59;41;1238;8341;2735;86;357;66;12798;0;0;0;0.0;0;0.0
2026-01;20260101;2;67;17;517;2805;1215;12;71;20;4637;186;94;394;0.0;0;0.0
2026-01;20260101;3;68;23;701;4336;1462;92;360;63;6974;277;136;633;0.0;0;0.0
2026-01;20260101;1;72;28;806;6319;1308;70;317;29;8848;0;0;0;0.0;0;0.0
2026-01;20260101;3;36;41;1319;4722;2791;105;389;77;9367;380;193;1060;0.0;0;0.0
2026-01;20260101;2;41;55;2020;8025;1630;168;739;32;12637;548;290;1184;0.0;0;0.0
2026-01;20260101;1;55;58;1144;5980;1555;128;130;1459;8995;1138;733;2208;0.0;0;0.0
2026-01;20260101;4;62;26;758;3172;2850;67;199;11;7072;145;33;619;0.0;0;0.0
2026-01;20260101;3;65;39;1014;4706;4092;157;399;93;10407;284;155;860;0.0;0;0.0
2026-01;20260101;4;66;40;1022;4622;3061;86;115;19;8946;0;0;0;0.0;0;0.0
2025-12;20251201;3;36;450;14035;57792;37279;1571;4378;5294;115505;384;180;1064;0.0;0;0.0
2025-12;20251201;2;37;108;4817;43095;17066;228;2549;114;67863;169;105;607;0.0;0;0.0
2025-12;20251201;3;39;410;15185;57726;21735;1192;6295;167;102543;289;77;899;0.0;0;0.0
2025-12;20251201;3;44;727;25988;70873;110371;3412;4216;3104;215587;743;354;1602;0.0;0;0.0
2025-12;20251201;2;48;1487;36087;140430;56442;2154;6643;1977;243243;1416;748;3828;0.0;0;0.0
2025-12;20251201;3;51;334;10197;53894;52539;2980;3900;8490;123844;947;477;1864;0.0;0;0.0
2025-12;20251201;1;57;1169;23667;94315;34889;6282;0;89200;160322;0;0;0;0.0;0;0.0
2025-12;20251201;4;69;230;7242;39832;39943;1807;2783;0;91837;0;0;0;0.0;0;0.0
2025-12;20251201;3;71;591;13735;74243;54390;1164;5535;405;149658;272;84;1012;0.0;0;0.0
2025-12;20251201;2;35;134;4795;32766;26742;1332;1828;67;67597;146;52;550;0.0;0;0.0
2025-12;20251201;1;46;921;16634;96368;71582;1014;7968;1146;194487;857;396;1680;0.0;0;0.0
2025-12;20251201;3;54;990;22831;83080;64187;2963;2678;3313;176729;1098;677;2372;0.0;0;0.0
2025-12;20251201;5;61;1067;45835;172208;134402;5097;11714;5059;370323;738;438;2363;0.0;0;0.0
2025-12;20251201;1;63;203;10905;61233;54054;1422;11581;685;139398;563;228;1296;0.0;0;0.0
2025-12;20251201;2;42;965;16024;88589;36658;1695;5352;747;149283;510;197;1372;0.0;0;0.0
2025-12;20251201;2;49;586;20089;81921;50446;4664;708;16319;158414;0;0;0;0.0;0;0.0
2025-12;20251201;1;50;621;24820;117557;28629;1141;214;299;172982;616;271;1197;0.0;0;0.0
2025-12;20251201;3;56;909;16965;127121;70627;5460;4261;3057;225343;1459;680;3155;0.0;0;0.0
2025-12;20251201;1;64;584;16855;82003;44757;1104;2704;47;148007;0;0;0;0.0;0;0.0
2025-12;20251201;4;66;313;11670;60468;37459;1281;1220;253;112411;0;0;0;0.0;0;0.0
2025-12;20251201;1;70;338;11002;69791;23288;935;1990;12;107344;363;124;760;0.0;0;0.0
2025-12;20251201;1;72;351;8827;71663;15508;782;4244;344;101375;0;0;0;0.0;0;0.0
2025-12;20251201;3;32;375;16005;49768;64846;1042;136;0;132172;0;0;0;0.0;0;0.0
2025-12;20251201;2;41;620;22849;104571;23583;2241;8265;413;162129;549;235;1185;0.0;0;0.0
2025-12;20251201;3;43;778;16313;66184;41444;1635;4273;3423;130627;650;289;1333;0.0;0;0.0
2025-12;20251201;3;52;248;9040;45936;26408;1111;234;18571;82977;439;193;700;0.0;0;0.0
2025-12;20251201;1;53;266;12930;44530;14243;2227;695;9296;74891;0;0;0;0.0;0;0.0
2025-12;20251201;1;55;685;13275;76532;27554;2120;2282;17111;122448;1148;609;2203;0.0;0;0.0
2025-12;20251201;3;65;304;11099;64723;53208;1742;4405;1009;135481;286;142;863;0.0;0;0.0
2025-12;20251201;2;67;151;5456;38919;18800;179;993;170;64498;186;77;389;0.0;0;0.0
2025-12;20251201;3;68;309;8768;52545;25476;953;5737;292;93788;281;120;633;0.0;0;0.0
2025-12;20251201;3;74;512;17701;75868;44152;1751;1855;4649;141839;258;98;902;0.0;0;0.0
2025-12;20251201;1;75;1023;28391;97953;40087;1209;14897;31480;183560;704;262;1536;0.0;0;0.0
2025-12;20251201;2;38;310;9393;52387;33795;1699;1531;125;99115;0;0;0;0.0;0;0.0
2025-12;20251201;1;40;309;6326;31943;24837;989;1;247;64405;257;85;489;0.0;0;0.0
2025-12;20251201;1;45;123;5029;27097;27263;1129;623;23;61264;194;72;433;0.0;0;0.0
2025-12;20251201;1;58;548;20025;140633;56936;1208;6712;13;226062;585;273;1633;0.0;0;0.0
2025-12;20251201;1;59;490;14281;112039;37193;1658;3964;1270;169625;0;0;0;0.0;0;0.0
2025-12;20251201;4;60;367;14389;39271;37709;1863;3519;335;97118;330;106;884;0.0;0;0.0
2025-12;20251201;4;62;277;8569;44928;30809;874;2194;126;87651;147;28;622;0.0;0;0.0
2025-11;20251101;2;38;280;8479;47647;30195;1566;1400;116;89567;0;0;0;0.0;0;0.0
2025-11;20251101;3;44;671;23384;64996;101508;3193;3846;3027;197598;744;355;1605;0.0;0;0.0
2025-11;20251101;2;48;1359;32729;128518;51501;1990;6164;1911;222261;1419;750;3819;0.0;0;0.0
2025-11;20251101;1;53;242;11728;40925;13228;2056;678;8524;68857;0;0;0;0.0;0;0.0
2025-11;20251101;1;59;436;12882;102528;34148;1576;3582;1201;155152;0;0;0;0.0;0;0.0
2025-11;20251101;1;63;182;9719;55880;49428;1336;10662;623;127207;565;230;1297;0.0;0;0.0
2025-11;20251101;4;66;269;10615;54785;34123;1211;1086;232;102089;0;0;0;0.0;0;0.0
2025-11;20251101;3;71;521;12398;67648;49359;1110;5155;366;136191;271;85;1015;0.0;0;0.0
2025-11;20251101;2;35;119;4353;29809;24603;1234;1656;57;61774;145;53;552;0.0;0;0.0
2025-11;20251101;2;41;542;20234;95066;21322;2109;7497;338;146770;552;238;1175;0.0;0;0.0
2025-11;20251101;3;43;698;14663;60193;37076;1445;3872;322;117947;646;290;1337;0.0;0;0.0
2025-11;20251101;1;45;111;4526;24648;24850;1062;570;17;55767;197;72;434;0.0;0;0.0
2025-11;20251101;1;50;543;22540;107261;26076;1087;206;273;157713;614;271;1186;0.0;0;0.0
2025-11;20251101;3;51;289;9189;49437;47643;2776;3560;7962;112894;951;482;1873;0.0;0;0.0
2025-11;20251101;3;54;895;20591;76278;59470;2765;2477;3073;162476;1101;680;2380;0.0;0;0.0
2025-11;20251101;4;60;330;13045;35996;34223;1749;3206;318;88549;330;105;885;0.0;0;0.0
2025-11;20251101;5;61;954;42332;158497;122739;4796;10870;4865;340188;738;443;2370;0.0;0;0.0
2025-11;20251101;3;65;275;9899;59282;48661;1624;4065;901;123806;284;145;863;0.0;0;0.0
2025-11;20251101;1;70;301;9914;63774;21590;875;1780;12;98234;365;124;759;0.0;0;0.0
2025-11;20251101;3;74;450;16005;69097;40527;1639;1674;4210;129392;258;98;883;0.0;0;0.0
2025-11;20251101;1;75;912;25828;90188;36702;1104;14283;28633;169017;702;263;1518;0.0;0;0.0
2025-11;20251101;2;37;95;4388;39478;15501;219;2299;106;61980;170;105;605;0.0;0;0.0
2025-11;20251101;2;42;859;14565;80929;33356;1563;4897;676;136169;510;198;1376;0.0;0;0.0
2025-11;20251101;1;55;618;11984;70322;25326;1955;2129;15587;112334;1148;611;2195;0.0;0;0.0
2025-11;20251101;1;57;1070;21458;86539;32331;5874;0;80565;147272;0;0;0;0.0;0;0.0
2025-11;20251101;3;56;816;15396;116266;64885;5099;3804;2744;206266;1461;681;3159;0.0;0;0.0
2025-11;20251101;4;62;242;7789;41455;27777;792;1937;110;79992;149;28;619;0.0;0;0.0
2025-11;20251101;3;68;269;8038;48619;23851;895;5390;254;87062;281;120;634;0.0;0;0.0
2025-11;20251101;1;72;311;7988;65085;14116;729;3796;316;92025;0;0;0;0.0;0;0.0
2025-11;20251101;3;32;349;14400;45867;59291;984;125;0;121016;0;0;0;0.0;0;0.0
2025-11;20251101;3;36;398;12603;52914;34086;1455;3958;5294;105414;385;180;1067;0.0;0;0.0
2025-11;20251101;1;46;855;15451;89512;66490;942;7401;1063;180651;857;398;1655;0.0;0;0.0
2025-11;20251101;1;58;491;18236;128076;52024;1081;6159;13;206067;591;274;1633;0.0;0;0.0
2025-11;20251101;3;39;375;13654;52613;20043;1090;6144;154;93919;289;82;898;0.0;0;0.0
2025-11;20251101;1;40;276;5644;28985;22692;929;1;227;58527;255;85;489;0.0;0;0.0
2025-11;20251101;2;49;516;18123;75143;45950;4323;706;13888;144761;0;0;0;0.0;0;0.0
2025-11;20251101;3;52;231;8129;41818;25864;1065;198;13353;77305;439;193;699;0.0;0;0.0
2025-11;20251101;1;64;508;15129;74300;40964;1028;2461;46;134390;0;0;0;0.0;0;0.0
2025-11;20251101;2;67;138;4927;35682;17281;166;907;153;59101;186;77;388;0.0;0;0.0
2025-11;20251101;4;69;210;6616;36358;36350;1642;2537;0;83713;0;0;0;0.0;0;0.0
2025-10;20251001;1;45;106;4102;22270;22579;978;518;13;50553;196;72;430;0.0;0;0.0
2025-10;20251001;3;52;210;7390;38017;23513;968;180;12139;70278;442;194;689;0.0;0;0.0
2025-10;20251001;1;55;558;10888;64038;23349;1818;2000;14163;102651;1150;613;2191;0.0;0;0.0
2025-10;20251001;1;58;451;16618;116622;47508;993;5662;10;187854;594;274;1625;0.0;0;0.0
2025-10;20251001;2;67;126;4542;32528;15627;158;835;142;53816;186;77;385;0.0;0;0.0
2025-10;20251001;3;32;349;14400;45867;59291;984;125;0;121016;0;0;0;0.0;0;0.0
2025-10;20251001;2;38;253;7783;43537;27540;1433;1296;105;81842;0;0;0;0.0;0;0.0
2025-10;20251001;1;40;247;5055;26348;20664;833;1;210;53148;254;85;492;0.0;0;0.0
2025-10;20251001;3;44;599;21171;58790;92757;2939;3534;2980;179790;742;355;1612;0.0;0;0.0
2025-10;20251001;2;48;1232;29801;117042;47078;1843;5661;1865;202657;1421;751;3788;0.0;0;0.0
2025-10;20251001;1;50;492;20549;97790;23949;1032;198;216;144010;619;272;1184;0.0;0;0.0
2025-10;20251001;1;63;169;8784;50763;44310;1214;9696;584;114936;564;233;1296;0.0;0;0.0
2025-10;20251001;3;65;242;8951;54043;44486;1526;3706;789;112954;281;146;863;0.0;0;0.0
2025-10;20251001;3;68;245;7286;44621;22066;819;5124;225;80161;283;121;627;0.0;0;0.0
2025-10;20251001;4;69;192;6077;33385;33327;1504;2328;0;76813;0;0;0;0.0;0;0.0
2025-10;20251001;1;70;280;9024;57670;19706;816;1621;12;89117;359;124;758;0.0;0;0.0
2025-10;20251001;1;72;271;7276;59317;12937;666;3464;295;83931;0;0;0;0.0;0;0.0
2025-10;20251001;2;42;756;13280;73852;30431;1433;4434;615;124186;507;198;1373;0.0;0;0.0
2025-10;20251001;2;49;479;16362;68400;41689;3890;705;12699;131525;0;0;0;0.0;0;0.0
2025-10;20251001;1;53;221;10701;37469;12130;1846;656;7753;63023;0;0;0;0.0;0;0.0
2025-10;20251001;3;56;754;13954;105471;59145;4716;3469;2425;187509;1466;682;3137;0.0;0;0.0
2025-10;20251001;1;59;396;11693;93384;30972;1448;3263;1081;141156;0;0;0;0.0;0;0.0
2025-10;20251001;4;60;296;11884;32877;31221;1590;2876;284;80744;335;105;884;0.0;0;0.0
2025-10;20251001;5;61;885;39020;145286;112634;4392;10046;4394;312263;741;444;2354;0.0;0;0.0
2025-10;20251001;4;62;222;7183;38289;25232;729;1722;97;73377;147;28;620;0.0;0;0.0
2025-10;20251001;4;66;238;9722;50015;31556;1145;978;224;93654;0;0;0;0.0;0;0.0
2025-10;20251001;1;75;829;23437;81677;33012;1013;13525;26073;153493;700;264;1464;0.0;0;0.0
2025-10;20251001;2;37;87;4045;36020;14124;195;2052;101;56523;171;105;608;0.0;0;0.0
2025-10;20251001;3;43;642;13234;54624;33599;1303;3441;319;106843;648;290;1332;0.0;0;0.0
2025-10;20251001;1;46;780;14083;81590;60605;858;6746;969;164662;861;399;1652;0.0;0;0.0
2025-10;20251001;3;54;806;18620;69744;54431;2551;2276;2803;148428;1104;681;2383;0.0;0;0.0
2025-10;20251001;1;57;985;19520;78906;29863;5409;0;71864;134683;0;0;0;0.0;0;0.0
2025-10;20251001;3;71;480;11356;61620;45126;1033;4731;336;124346;272;86;1013;0.0;0;0.0
2025-10;20251001;3;74;406;14633;63077;36716;1519;1546;3864;117897;257;98;885;0.0;0;0.0
2025-10;20251001;2;35;113;3937;27222;22470;1126;1481;53;56349;146;53;551;0.0;0;0.0
2025-10;20251001;3;36;345;11365;48171;30889;1339;3592;5029;95701;387;180;1068;0.0;0;0.0
2025-10;20251001;3;39;353;12411;47658;18377;990;5796;143;85585;290;82;876;0.0;0;0.0
2025-10;20251001;2;41;506;18288;86765;19538;1910;6803;316;133810;555;239;1171;0.0;0;0.0
2025-10;20251001;3;51;271;8312;45114;43047;2538;3243;7358;102525;952;482;1880;0.0;0;0.0
2025-10;20251001;1;64;459;13754;67513;37740;946;2245;45;122657;0;0;0;0.0;0;0.0
2025-09;20250901;2;49;439;14721;61191;37587;3392;699;11331;118029;0;0;0;0.0;0;0.0
2025-09;20250901;3;52;189;6651;34215;21162;871;162;10925;63250;442;194;665;0.0;0;0.0
2025-09;20250901;4;60;267;10680;29448;27858;1424;2575;250;72252;333;107;883;0.0;0;0.0
2025-09;20250901;4;62;209;6491;34342;22585;662;1491;87;65780;146;28;625;0.0;0;0.0
2025-09;20250901;1;63;156;7829;45243;39374;1064;8675;533;102341;557;237;1299;0.0;0;0.0
2025-09;20250901;2;67;117;4106;29214;14104;135;760;121;48436;185;77;383;0.0;0;0.0
2025-09;20250901;2;38;235;6996;39438;24950;1283;1187;93;74089;0;0;0;0.0;0;0.0
