Período;Região;Instituição;Vermelha;Laranja;Amarela;Verde;Azul;Branca;SemTriagem;TotalAtendimentos
2025-11;Região de Saúde Norte;Unidade Local de Saúde do Alto Ave, EPE;182;9719;55880;49428;1336;10662;623;127207
2025-11;Região de Saúde do Alentejo;ULS Baixo Alentejo;269;10615;54785;34123;1211;1086;232;102089
2025-11;Região de Saúde LVT;Unidade Local de Saúde do Médio Tejo, EPE;521;12398;67648;49359;1110;5155;366;136191
2025-11;Região de Saúde do Centro;Unidade Local de Saúde Castelo Branco, EPE;119;4353;29809;24603;1234;1656;57;61774
2025-11;Região de Saúde do Centro;Unidade Local de Saúde da Região de Aveiro, EPE;542;20234;95066;21322;2109;7497;338;146770
2025-11;Região de Saúde LVT;Unidade Local de Saúde de Almada-Seixal, EPE;698;14663;60193;37076;1445;3872;322;117947
2025-11;Região de Saúde Norte;Unidade Local de Saúde de Barcelos/Esposende, EPE;111;4526;24648;24850;1062;570;17;55767
2025-11;Região de Saúde Norte;Unidade Local de Saúde de Entre Douro e Vouga, EPE;543;22540;107261;26076;1087;206;273;157713
2025-11;Região de Saúde LVT;Unidade Local de Saúde de Lisboa Ocidental, EPE;289;9189;49437;47643;2776;3560;7962;112894
2025-11;Região de Saúde LVT;Unidade Local de Saúde de Santa Maria, EPE;895;20591;76278;59470;2765;2477;3073;162476
2025-11;Região de Saúde do Alentejo;Unidade Local de Saúde do Alentejo Central, EPE;330;13045;35996;34223;1749;3206;318;88549
2025-11;Região de Saúde do Algarve;Unidade Local de Saúde do Algarve, EPE;954;42332;158497;122739;4796;10870;4865;340188
2025-11;Região de Saúde LVT;Unidade Local de Saúde do Arco Ribeirinho, EPE;275;9899;59282;48661;1624;4065;901;123806
2025-11;Região de Saúde Norte;Unidade Local de Saúde do Médio Ave, EPE;301;9914;63774;21590;875;1780;12;98234
2025-11;Região de Saúde LVT;Unidade Local de Saúde do Oeste, EPE;450;16005;69097;40527;1639;1674;4210;129392
2025-11;Região de Saúde Norte;Unidade Local de Saúde do Tâmega e Sousa, EPE;912;25828;90188;36702;1104;14283;28633;169017
2025-11;Região de Saúde do Centro;Unidade Local de Saúde da Cova da Beira, EPE;95;4388;39478;15501;219;2299;106;61980
2025-11;Região de Saúde do Centro;Unidade Local de Saúde da Região de Leiria, EPE;859;14565;80929;33356;1563;4897;676;136169
2025-11;Região de Saúde Norte;Unidade Local de Saúde de Santo António, EPE;618;11984;70322;25326;1955;2129;15587;112334
2025-11;Região de Saúde Norte;Unidade Local de Saúde de São João, EPE;1070;21458;86539;32331;5874;0;80565;147272
2025-11;Região de Saúde LVT;Unidade Local de Saúde de São José, EPE;816;15396;116266;64885;5099;3804;2744;206266
2025-11;Região de Saúde do Alentejo;Unidade Local de Saúde do Alto Alentejo, EPE;242;7789;41455;27777;792;1937;110;79992
2025-11;Região de Saúde LVT;Unidade Local de Saúde do Estuário do Tejo, EPE;269;8038;48619;23851;895;5390;254;87062
2025-11;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;311;7988;65085;14116;729;3796;316;92025
2025-11;Região de Saúde LVT;Hospital de Cascais, PPP;349;14400;45867;59291;984;125;0;121016
2025-11;Região de Saúde LVT;Unidade Local de Saúde da Arrábida, EPE;398;12603;52914;34086;1455;3958;5294;105414
2025-11;Região de Saúde Norte;Unidade Local de Saúde de Braga, EPE;855;15451;89512;66490;942;7401;1063;180651
2025-11;Região de Saúde Norte;Unidade Local de Saúde de Trás-os-Montes e Alto Douro, EPE;491;18236;128076;52024;1081;6159;13;206067
2025-11;Região de Saúde LVT;Unidade Local de Saúde da Lezíria, EPE;375;13654;52613;20043;1090;6144;154;93919
2025-11;Região de Saúde Norte;Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde, EPE;276;5644;28985;22692;929;1;227;58527
2025-11;Região de Saúde do Centro;Unidade Local de Saúde de Dão-Lafões, EPE;516;18123;75143;45950;4323;706;13888;144761
2025-11;Região de Saúde LVT;Unidade Local de Saúde de Loures-Odivelas, EPE;231;8129;41818;25864;1065;198;13353;77305
2025-11;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;508;15129;74300;40964;1028;2461;46;134390
2025-11;Região de Saúde do Centro;Unidade Local de Saúde do Baixo Mondego, EPE;138;4927;35682;17281;166;907;153;59101
2025-11;Região de Saúde do Alentejo;ULS Litoral Alentejano;210;6616;36358;36350;1642;2537;0;83713
2025-10;Região de Saúde Norte;Unidade Local de Saúde de Barcelos/Esposende, EPE;106;4102;22270;22579;978;518;13;50553
2025-10;Região de Saúde LVT;Unidade Local de Saúde de Loures-Odivelas, EPE;210;7390;38017;23513;968;180;12139;70278
2025-10;Região de Saúde Norte;Unidade Local de Saúde de Santo António, EPE;558;10888;64038;23349;1818;2000;14163;102651
2025-10;Região de Saúde Norte;Unidade Local de Saúde de Trás-os-Montes e Alto Douro, EPE;451;16618;116622;47508;993;5662;10;187854
2025-10;Região de Saúde do Centro;Unidade Local de Saúde do Baixo Mondego, EPE;126;4542;32528;15627;158;835;142;53816
2025-10;Região de Saúde LVT;Hospital de Cascais, PPP;349;14400;45867;59291;984;125;0;121016
2025-10;Região de Saúde do Centro;ULS Guarda;253;7783;43537;27540;1433;1296;105;81842
2025-10;Região de Saúde Norte;Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde, EPE;247;5055;26348;20664;833;1;210;53148
2025-10;Região de Saúde LVT;Unidade Local de Saúde de Amadora/Sintra, EPE;599;21171;58790;92757;2939;3534;2980;179790
2025-10;Região de Saúde do Centro;Unidade Local de Saúde de Coimbra, EPE;1232;29801;117042;47078;1843;5661;1865;202657
2025-10;Região de Saúde Norte;Unidade Local de Saúde de Entre Douro e Vouga, EPE;492;20549;97790;23949;1032;198;216;144010
2025-10;Região de Saúde Norte;Unidade Local de Saúde do Alto Ave, EPE;169;8784;50763;44310;1214;9696;584;114936
2025-10;Região de Saúde LVT;Unidade Local de Saúde do Arco Ribeirinho, EPE;242;8951;54043;44486;1526;3706;789;112954
2025-10;Região de Saúde LVT;Unidade Local de Saúde do Estuário do Tejo, EPE;245;7286;44621;22066;819;5124;225;80161
2025-10;Região de Saúde do Alentejo;ULS Litoral Alentejano;192;6077;33385;33327;1504;2328;0;76813
2025-10;Região de Saúde Norte;Unidade Local de Saúde do Médio Ave, EPE;280;9024;57670;19706;816;1621;12;89117
2025-10;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;271;7276;59317;12937;666;3464;295;83931
2025-10;Região de Saúde do Centro;Unidade Local de Saúde da Região de Leiria, EPE;756;13280;73852;30431;1433;4434;615;124186
2025-10;Região de Saúde do Centro;Unidade Local de Saúde de Dão-Lafões, EPE;479;16362;68400;41689;3890;705;12699;131525
2025-10;Região de Saúde Norte;ULS Matosinhos;221;10701;37469;12130;1846;656;7753;63023
2025-10;Região de Saúde LVT;Unidade Local de Saúde de São José, EPE;754;13954;105471;59145;4716;3469;2425;187509
2025-10;Região de Saúde Norte;Unidade Local de Saúde de Vila Nova de Gaia/Espinho, EPE;396;11693;93384;30972;1448;3263;1081;141156
2025-10;Região de Saúde do Alentejo;Unidade Local de Saúde do Alentejo Central, EPE;296;11884;32877;31221;1590;2876;284;80744
2025-10;Região de Saúde do Algarve;Unidade Local de Saúde do Algarve, EPE;885;39020;145286;112634;4392;10046;4394;312263
2025-10;Região de Saúde do Alentejo;Unidade Local de Saúde do Alto Alentejo, EPE;222;7183;38289;25232;729;1722;97;73377
2025-10;Região de Saúde do Alentejo;ULS Baixo Alentejo;238;9722;50015;31556;1145;978;224;93654
2025-10;Região de Saúde Norte;Unidade Local de Saúde do Tâmega e Sousa, EPE;829;23437;81677;33012;1013;13525;26073;153493
2025-10;Região de Saúde do Centro;Unidade Local de Saúde da Cova da Beira, EPE;87;4045;36020;14124;195;2052;101;56523
2025-10;Região de Saúde LVT;Unidade Local de Saúde de Almada-Seixal, EPE;642;13234;54624;33599;1303;3441;319;106843
2025-10;Região de Saúde Norte;Unidade Local de Saúde de Braga, EPE;780;14083;81590;60605;858;6746;969;164662
2025-10;Região de Saúde LVT;Unidade Local de Saúde de Santa Maria, EPE;806;18620;69744;54431;2551;2276;2803;148428
2025-10;Região de Saúde Norte;Unidade Local de Saúde de São João, EPE;985;19520;78906;29863;5409;0;71864;134683
2025-10;Região de Saúde LVT;Unidade Local de Saúde do Médio Tejo, EPE;480;11356;61620;45126;1033;4731;336;124346
2025-10;Região de Saúde LVT;Unidade Local de Saúde do Oeste, EPE;406;14633;63077;36716;1519;1546;3864;117897
2025-10;Região de Saúde do Centro;Unidade Local de Saúde Castelo Branco, EPE;113;3937;27222;22470;1126;1481;53;56349
2025-10;Região de Saúde LVT;Unidade Local de Saúde da Arrábida, EPE;345;11365;48171;30889;1339;3592;5029;95701
2025-10;Região de Saúde LVT;Unidade Local de Saúde da Lezíria, EPE;353;12411;47658;18377;990;5796;143;85585
2025-10;Região de Saúde do Centro;Unidade Local de Saúde da Região de Aveiro, EPE;506;18288;86765;19538;1910;6803;316;133810
2025-10;Região de Saúde LVT;Unidade Local de Saúde de Lisboa Ocidental, EPE;271;8312;45114;43047;2538;3243;7358;102525
2025-10;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;459;13754;67513;37740;946;2245;45;122657
2025-09;Região de Saúde do Centro;Unidade Local de Saúde de Dão-Lafões, EPE;439;14721;61191;37587;3392;699;11331;118029
2025-09;Região de Saúde LVT;Unidade Local de Saúde de Loures-Odivelas, EPE;189;6651;34215;21162;871;162;10925;63250
2025-09;Região de Saúde do Alentejo;Unidade Local de Saúde do Alentejo Central, EPE;267;10680;29448;27858;1424;2575;250;72252
2025-09;Região de Saúde do Alentejo;Unidade Local de Saúde do Alto Alentejo, EPE;209;6491;34342;22585;662;1491;87;65780
2025-09;Região de Saúde Norte;Unidade Local de Saúde do Alto Ave, EPE;156;7829;45243;39374;1064;8675;533;102341
2025-09;Região de Saúde do Centro;Unidade Local de Saúde do Baixo Mondego, EPE;117;4106;29214;14104;135;760;121;48436
2025-09;Região de Saúde do Centro;ULS Guarda;235;6996;39438;24950;1283;1187;93;74089
2025-09;Região de Saúde Norte;Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde, EPE;230;4542;23660;18596;755;1;194;47784
2025-09;Região de Saúde LVT;Unidade Local de Saúde de Amadora/Sintra, EPE;526;18860;52414;83014;2639;3198;2872;160651
2025-09;Região de Saúde Norte;Unidade Local de Saúde de Santo António, EPE;484;9725;57260;21005;1656;1851;12663;91981
2025-09;Região de Saúde Norte;Unidade Local de Saúde de Trás-os-Montes e Alto Douro, EPE;411;15013;105214;42753;892;5102;9;169385
2025-09;Região de Saúde LVT;Unidade Local de Saúde do Oeste, EPE;362;13137;56498;32772;1362;1410;3433;105541
2025-09;Região de Saúde Norte;Unidade Local de Saúde do Tâmega e Sousa, EPE;737;21046;73001;29612;897;12044;23566;137337
2025-09;Região de Saúde LVT;Unidade Local de Saúde da Arrábida, EPE;319;10192;43141;27343;1191;3239;4608;85425
2025-09;Região de Saúde do Centro;Unidade Local de Saúde da Cova da Beira, EPE;85;3680;32405;12598;172;1822;92;50762
2025-09;Região de Saúde do Centro;Unidade Local de Saúde da Região de Aveiro, EPE;459;16364;77666;17587;1718;6074;281;119868
2025-09;Região de Saúde do Centro;Unidade Local de Saúde da Região de Leiria, EPE;687;12002;66060;27042;1251;3928;552;110970
2025-09;Região de Saúde Norte;Unidade Local de Saúde de Barcelos/Esposende, EPE;90;3704;19990;20129;872;480;13;45265
2025-09;Região de Saúde Norte;Unidade Local de Saúde de Braga, EPE;701;12663;73364;54495;771;6066;871;148060
2025-09;Região de Saúde Norte;Unidade Local de Saúde de Entre Douro e Vouga, EPE;439;18467;88050;21778;940;187;181;129861
2025-09;Região de Saúde Norte;Unidade Local de Saúde de Vila Nova de Gaia/Espinho, EPE;367;10509;83905;27744;1286;2930;827;126741
2025-09;Região de Saúde do Alentejo;ULS Baixo Alentejo;210;8770;44654;28451;1017;868;213;83970
2025-09;Região de Saúde LVT;Unidade Local de Saúde do Estuário do Tejo, EPE;220;6620;40033;20118;717;4774;195;72482
2025-09;Região de Saúde do Alentejo;ULS Litoral Alentejano;173;5467;30029;29976;1353;2095;0;69093
2025-09;Região de Saúde Norte;Unidade Local de Saúde do Médio Ave, EPE;253;8203;51733;17705;740;1451;12;80085
2025-09;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;242;6525;53102;11735;590;3117;268;75311
2025-09;Região de Saúde do Centro;Unidade Local de Saúde Castelo Branco, EPE;105;3561;24545;20244;979;1307;48;50741
2025-09;Região de Saúde LVT;Unidade Local de Saúde de Almada-Seixal, EPE;579;11755;48220;29880;1122;2987;276;94543
2025-09;Região de Saúde LVT;Unidade Local de Saúde de Santa Maria, EPE;712;16678;62483;48983;2314;2013;2442;133183
2025-09;Região de Saúde LVT;Unidade Local de Saúde do Médio Tejo, EPE;445;10226;55025;40587;943;4276;307;111502
2025-09;Região de Saúde LVT;Hospital de Cascais, PPP;290;11824;37850;48180;793;108;0;99045
2025-09;Região de Saúde LVT;Unidade Local de Saúde da Lezíria, EPE;324;11200;42429;16568;855;5220;133;76596
2025-09;Região de Saúde do Centro;Unidade Local de Saúde de Coimbra, EPE;1117;26834;104687;42092;1656;5113;1778;181499
2025-09;Região de Saúde LVT;Unidade Local de Saúde de Lisboa Ocidental, EPE;252;7443;40572;37871;2203;2933;6648;91274
2025-09;Região de Saúde Norte;ULS Matosinhos;199;9583;33843;10854;1579;625;6976;56683
2025-09;Região de Saúde Norte;Unidade Local de Saúde de São João, EPE;886;17481;70487;26923;4826;0;63533;120603
2025-09;Região de Saúde LVT;Unidade Local de Saúde de São José, EPE;677;12372;93779;52806;4245;3148;2126;167027
2025-09;Região de Saúde do Algarve;Unidade Local de Saúde do Algarve, EPE;821;35432;130771;101019;3970;9021;4161;281034
2025-09;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;417;12433;60368;34058;867;1986;45;110129
2025-09;Região de Saúde LVT;Unidade Local de Saúde do Arco Ribeirinho, EPE;224;7977;48552;39742;1397;3287;694;101179
2025-08;Região de Saúde LVT;Unidade Local de Saúde de Santa Maria, EPE;626;14832;55593;43703;2046;1805;2178;118605
2025-08;Região de Saúde Norte;Unidade Local de Saúde de Santo António, EPE;425;8719;50770;18692;1450;1696;11285;81752
2025-08;Região de Saúde LVT;Unidade Local de Saúde do Arco Ribeirinho, EPE;202;7112;43370;35834;1255;2857;598;90630
2025-08;Região de Saúde do Alentejo;ULS Litoral Alentejano;155;4908;26953;26870;1212;1879;0;61977
2025-08;Região de Saúde LVT;Unidade Local de Saúde do Oeste, EPE;317;11725;50412;29123;1202;1253;2980;94032
2025-08;Região de Saúde LVT;Hospital de Cascais, PPP;251;10601;33787;43112;722;100;0;88573
2025-08;Região de Saúde LVT;Unidade Local de Saúde de Almada-Seixal, EPE;514;10407;42599;26565;969;2588;286;83642
2025-08;Região de Saúde LVT;Unidade Local de Saúde de Amadora/Sintra, EPE;461;16551;46464;74504;2348;2842;2819;143170
2025-08;Região de Saúde do Alentejo;Unidade Local de Saúde do Alentejo Central, EPE;234;9614;26238;24953;1295;2312;226;64646
2025-08;Região de Saúde Norte;Unidade Local de Saúde do Alto Ave, EPE;132;6953;40071;35082;954;7680;484;90872
2025-08;Região de Saúde do Alentejo;ULS Baixo Alentejo;194;7861;39982;25728;895;778;200;75438
2025-08;Região de Saúde do Centro;Unidade Local de Saúde da Cova da Beira, EPE;78;3354;28913;11280;158;1576;86;45359
2025-08;Região de Saúde Norte;Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde, EPE;203;4057;21135;16653;696;1;179;42745
2025-08;Região de Saúde Norte;Unidade Local de Saúde de Braga, EPE;626;11308;65515;48665;689;5417;777;132220
2025-08;Região de Saúde do Centro;Unidade Local de Saúde de Dão-Lafões, EPE;406;13164;54527;33671;2952;698;10038;105418
2025-08;Região de Saúde Norte;Unidade Local de Saúde de Entre Douro e Vouga, EPE;397;16451;78671;19762;845;173;156;116299
2025-08;Região de Saúde LVT;Unidade Local de Saúde de Loures-Odivelas, EPE;168;5912;30413;18810;774;144;9711;56221
2025-08;Região de Saúde Norte;ULS Matosinhos;173;8630;30345;9525;1295;585;6168;50553
2025-08;Região de Saúde do Algarve;Unidade Local de Saúde do Algarve, EPE;729;31626;116496;89876;3529;8076;3982;250332
2025-08;Região de Saúde do Centro;Unidade Local de Saúde do Baixo Mondego, EPE;112;3642;26029;12615;106;677;108;43181
2025-08;Região de Saúde LVT;Unidade Local de Saúde do Estuário do Tejo, EPE;204;5963;36231;18690;674;4487;186;66249
2025-08;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;223;5861;47620;10560;539;2797;252;67600
2025-08;Região de Saúde Norte;Unidade Local de Saúde do Tâmega e Sousa, EPE;661;18950;64985;26383;812;10668;21013;122459
2025-08;Região de Saúde do Centro;Unidade Local de Saúde da Região de Aveiro, EPE;417;14508;69263;15901;1529;5365;259;106983
2025-08;Região de Saúde do Centro;Unidade Local de Saúde de Coimbra, EPE;980;24104;93267;37509;1461;4614;1735;161935
2025-08;Região de Saúde LVT;Unidade Local de Saúde de Lisboa Ocidental, EPE;229;6718;36283;33473;1932;2600;5931;81235
2025-08;Região de Saúde Norte;Unidade Local de Saúde de Trás-os-Montes e Alto Douro, EPE;364;13467;94069;38467;799;4563;8;151729
2025-08;Região de Saúde do Centro;Unidade Local de Saúde Castelo Branco, EPE;90;3198;21891;18352;874;1161;44;45566
2025-08;Região de Saúde LVT;Unidade Local de Saúde da Arrábida, EPE;288;9135;38445;24341;1075;2907;4061;76191
2025-08;Região de Saúde do Centro;ULS Guarda;214;6260;35158;22485;1155;1076;86;66348
