Período;Região;Instituição;Vermelha;Laranja;Amarela;Verde;Azul;Branca;SemTriagem;TotalAtendimentos
2017-02;Região de Saúde do Centro;ULS Guarda;0;0;0;0;0;0;17216;0
2017-02;Região de Saúde LVT;CH Setúbal;64;1778;6680;4264;108;428;9232;13322
2017-02;Região de Saúde LVT;Hospital de Cascais, PPP;83;3562;9240;12808;149;31;0;25873
2017-02;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;66;2425;9272;7751;54;248;1072;19816
2017-02;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;103;3110;13802;9320;166;320;0;26821
2017-02;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;66;1526;10616;5597;229;532;45;18566
2017-02;Região de Saúde do Alentejo;ULS Litoral Alentejano;0;0;0;0;0;0;14760;0
2017-02;Região de Saúde do Algarve;CHU Algarve;229;8599;23567;18384;242;1993;333;53014
2017-02;Região de Saúde LVT;CHU Lisboa Central;97;1771;11349;9564;507;139;16733;23427
2017-02;Região de Saúde Norte;CHU São João;187;3892;14536;5995;517;315;15212;25442
2017-02;Região de Saúde Norte;CHU Porto;146;2721;12938;2857;193;245;2818;19100
2017-02;Região de Saúde Norte;CH Póvoa Varzim/Vila Conde;48;1054;4175;6315;55;192;0;11839
2017-02;Região de Saúde Norte;CH Trás-os-Montes Alto Douro;122;3317;16876;7649;225;1583;32;29772
2017-02;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;39;1802;9241;8119;136;502;111;19839
2017-02;Região de Saúde Norte;ULS Matosinhos;64;2459;6574;3269;334;1104;94;13804
2017-02;Região de Saúde do Centro;CH Tondela-Viseu;116;3380;11523;8124;474;964;2435;24581
2017-02;Região de Saúde LVT;CHU Lisboa Norte;114;2739;10975;11694;775;241;10980;26538
2017-02;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;159;2583;10657;9845;185;527;0;23956
2017-02;Região de Saúde LVT;Hospital Vila Franca Xira;72;3065;10956;8057;566;293;12;23009
2017-02;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;61;2262;11793;6195;116;517;1;20944
2017-02;Região de Saúde Norte;CH Entre Douro e Vouga;167;3928;14308;7348;481;6101;1120;32333
2017-02;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;215;3316;12791;12221;92;1220;2306;29855
2017-02;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;27;894;4301;5227;117;241;0;10807
2017-02;Região de Saúde do Centro;CH Leiria;146;2813;14371;13139;754;467;0;31690
2017-02;Região de Saúde LVT;CH Barreiro/Montijo;45;1377;5318;3514;101;570;12494;10925
2017-02;Região de Saúde LVT;Hospital Fernando Fonseca;135;5549;13344;19656;714;1301;161;40699
2017-02;Região de Saúde Norte;Hospital de Braga;136;3074;17468;11760;415;0;174;32853
2017-01;Região de Saúde do Algarve;CHU Algarve;127;4482;12052;9479;126;1012;183;27278
2017-01;Região de Saúde do Centro;ULS Guarda;0;0;0;0;0;0;9600;0
2017-01;Região de Saúde LVT;CHU Lisboa Central;43;968;5999;4847;252;80;8774;12189
2017-01;Região de Saúde LVT;Hospital Fernando Fonseca;71;2868;6860;9950;365;700;56;20814
2017-01;Região de Saúde Norte;CHU Porto;100;1499;6639;1326;116;108;1470;9788
2017-01;Região de Saúde Norte;CH Vila Nova Gaia/Espinho;41;1404;7554;3967;102;630;63;13698
2017-01;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;25;998;4875;4083;66;232;64;10279
2017-01;Região de Saúde Norte;Hospital de Braga;88;1731;9097;6213;213;0;118;17342
2017-01;Região de Saúde do Alentejo;ULS Baixo Alentejo;8;778;3019;1280;79;40;4230;5204
2017-01;Região de Saúde do Alentejo;ULS Litoral Alentejano;0;0;0;0;0;0;8022;0
2017-01;Região de Saúde do Centro;CHU Coimbra;104;3013;8863;3932;257;102;7887;16271
2017-01;Região de Saúde do Centro;CH Tondela-Viseu;68;1910;6081;4395;254;504;1274;13212
2017-01;Região de Saúde LVT;CH Setúbal;36;988;3419;2179;52;231;4841;6905
2017-01;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;32;1288;4959;3936;26;144;482;10385
2017-01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;126;1851;6779;6151;51;592;1207;15550
2017-01;Região de Saúde do Alentejo;Hospital Espírito Santo Évora;33;1203;2657;2190;94;255;57;6432
2017-01;Região de Saúde do Alentejo;ULS Norte Alentejano;31;882;3080;3567;77;199;0;7836
2017-01;Região de Saúde do Centro;CH Leiria;90;1527;7507;6899;377;239;0;16639
2017-01;Região de Saúde LVT;CH Barreiro/Montijo;27;747;2630;1793;37;301;6455;5535
2017-01;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;47;1154;4710;3686;43;291;5643;9931
2017-01;Região de Saúde LVT;Hospital de Cascais, PPP;40;1924;4600;6450;70;18;0;13102
2017-01;Região de Saúde Norte;CHU São João;112;2062;7473;3058;289;176;7940;13170
2017-01;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;34;1217;6023;3297;53;299;1;10923
2017-01;Região de Saúde Norte;CH Póvoa Varzim/Vila Conde;24;595;2255;3343;35;110;0;6362
2017-01;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;16;496;2262;2769;59;131;0;5733
2017-01;Região de Saúde Norte;ULS Matosinhos;38;1354;3411;1655;161;547;26;7166
2017-01;Região de Saúde do Centro;CHU Cova da Beira;11;338;2792;915;8;125;1801;4189
2017-01;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;91;2232;7287;3937;182;418;33;14147
2017-01;Região de Saúde do Centro;Hospital Figueira Foz;20;450;3421;2475;16;81;7;6463
2017-01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;22;847;3136;3042;137;107;5730;7291
2017-01;Região de Saúde LVT;CHU Lisboa Norte;69;1583;5800;6077;398;127;5663;14054
2017-01;Região de Saúde LVT;Hospital Garcia de Orta;70;1330;3445;3579;663;164;4257;9251
2017-01;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;92;1476;5722;5008;103;229;0;12630
2017-01;Região de Saúde LVT;Hospital de Loures;48;1804;6261;8682;140;43;7;16978
2017-01;Região de Saúde LVT;Hospital Vila Franca Xira;37;1737;5786;4112;254;182;7;12108
2017-01;Região de Saúde Norte;CH Entre Douro e Vouga;99;2123;7543;3923;297;3146;569;17131
2017-01;Região de Saúde Norte;CH Trás-os-Montes Alto Douro;74;1860;9061;4074;107;1037;28;16213
2017-01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;54;1734;7523;4991;84;160;0;14546
2017-01;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;32;889;6057;3103;111;351;22;10543
2016-12;Região de Saúde do Alentejo;Hospital Espírito Santo Évora;384;11490;31458;26418;1336;3729;1146;74815
2016-12;Região de Saúde do Centro;CHU Cova da Beira;141;3133;36576;13389;93;1558;19992;54890
2016-12;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;843;24541;93475;48162;699;5494;279;173214
2016-12;Região de Saúde do Centro;ULS Guarda;288;7761;44418;42646;3766;2861;4383;101740
2016-12;Região de Saúde do Centro;ULS Castelo Branco;177;3959;37089;23888;695;1492;0;67300
2016-12;Região de Saúde Norte;CH Entre Douro e Vouga;999;25291;80209;31427;1582;38839;1772;178347
2016-12;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;1053;19707;81222;83744;851;8014;15613;194591
2016-12;Região de Saúde Norte;CH Trás-os-Montes Alto Douro;502;16175;99961;44539;1282;18104;1710;180563
2016-12;Região de Saúde Norte;ULS Matosinhos;350;15238;43614;22779;2326;6269;165;90576
2016-12;Região de Saúde do Alentejo;ULS Litoral Alentejano;122;5615;27685;18175;147;1430;47034;53174
2016-12;Região de Saúde do Centro;Hospital Figueira Foz;150;4072;38618;31091;192;1235;112;75358
2016-12;Região de Saúde LVT;Hospital de Loures;468;17574;76460;108888;1934;490;285;205814
2016-12;Região de Saúde LVT;Hospital Vila Franca Xira;515;16244;66917;52479;3203;1547;90;140905
2016-12;Região de Saúde Norte;CHU São João;1182;23805;94997;42088;3560;2201;94588;167833
2016-12;Região de Saúde Norte;CHU Porto;889;16539;87236;19420;1466;1599;16530;127149
2016-12;Região de Saúde Norte;Hospital de Braga;803;17886;117298;67905;2427;0;745;206319
2016-12;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;479;18514;84078;60293;842;1614;0;165820
2016-12;Região de Saúde do Algarve;CHU Algarve;1223;50757;155870;117521;1300;14162;16341;340833
2016-12;Região de Saúde do Centro;CH Leiria;749;14157;99600;84859;2741;2378;0;204484
2016-12;Região de Saúde do Centro;CH Tondela-Viseu;617;18613;74042;52212;3059;7376;16077;155919
2016-12;Região de Saúde LVT;CHU Lisboa Central;770;10789;73941;65498;4022;1172;102621;156192
2016-12;Região de Saúde LVT;CHU Lisboa Norte;837;16243;71694;78778;6982;3693;49978;178227
2016-12;Região de Saúde LVT;Hospital de Cascais, PPP;434;19120;59698;86303;924;703;0;167182
2016-12;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;204;10197;53129;58966;1312;4399;911;128207
2016-12;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;325;9447;65956;31564;1041;4626;247;112959
2016-12;Região de Saúde do Alentejo;ULS Baixo Alentejo;164;8809;37261;13801;961;1541;46822;62537
2016-12;Região de Saúde do Centro;CHU Coimbra;1426;32964;111912;50023;2339;1161;94776;199825
2016-12;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;519;13305;58559;47200;607;3930;64423;124120
2016-12;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;841;16129;67456;63899;1398;4149;0;153872
2016-12;Região de Saúde Norte;CH Póvoa Varzim/Vila Conde;178;6431;24867;41543;424;1334;0;74777
2016-12;Região de Saúde Norte;CH Vila Nova Gaia/Espinho;449;16407;96723;54822;1099;8095;973;177595
2016-12;Região de Saúde do Alentejo;ULS Norte Alentejano;266;9991;35416;44346;1218;2536;0;93773
2016-12;Região de Saúde LVT;CH Barreiro/Montijo;320;8546;37453;18494;402;3329;77652;68544
2016-12;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;320;9282;39220;34984;1820;1362;70608;86988
2016-12;Região de Saúde LVT;CH Setúbal;392;11430;47392;24406;493;3286;58491;87399
2016-12;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;375;15796;59741;46910;338;2161;7314;125321
2016-12;Região de Saúde LVT;Hospital Fernando Fonseca;865;35176;89459;131817;5110;9656;747;272083
2016-12;Região de Saúde LVT;Hospital Garcia de Orta;655;15187;43118;43536;8186;1813;51576;112495
2016-12;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;299;14104;73340;38637;813;2632;390;129825
2016-12;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;136;4740;26949;34254;726;2946;0;69751
2016-11;Região de Saúde do Centro;CHU Coimbra;1315;29483;103782;45114;2123;1066;85802;182883
2016-11;Região de Saúde do Centro;ULS Castelo Branco;157;3557;33742;21514;639;1356;0;60965
2016-11;Região de Saúde LVT;Hospital Fernando Fonseca;771;31583;81528;120462;4776;9012;647;248132
2016-11;Região de Saúde LVT;Hospital Garcia de Orta;587;13786;39150;39774;7565;1678;46452;102540
2016-11;Região de Saúde Norte;CHU São João;1066;21679;86904;38896;3316;2034;85839;153895
2016-11;Região de Saúde Norte;CH Vila Nova Gaia/Espinho;399;14829;87742;49689;1016;7352;813;161027
2016-11;Região de Saúde do Alentejo;ULS Norte Alentejano;243;9073;31971;40275;1133;2344;0;85039
2016-11;Região de Saúde do Algarve;CHU Algarve;1111;46080;143657;107274;1202;13034;15851;312358
2016-11;Região de Saúde do Centro;CH Tondela-Viseu;551;16912;67741;47772;2826;6742;14758;142544
2016-11;Região de Saúde LVT;CHU Lisboa Central;710;9845;67636;60272;3716;1071;92674;143250
2016-11;Região de Saúde LVT;CH Setúbal;351;10437;43553;21980;429;3047;53120;79797
2016-11;Região de Saúde LVT;CHU Lisboa Norte;753;14728;65193;71900;6361;3397;44857;162332
2016-11;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;261;12798;66702;34748;745;2343;388;117597
2016-11;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;894;16905;73151;76907;680;7061;15495;175598
2016-11;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;116;4298;24523;31356;648;2763;0;63704
2016-11;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;294;8532;59989;28745;961;4230;228;102751
2016-11;Região de Saúde do Alentejo;ULS Baixo Alentejo;153;7967;33972;12521;894;1498;41829;57005
2016-11;Região de Saúde do Alentejo;ULS Litoral Alentejano;111;5099;25221;16469;142;1334;42358;48376
2016-11;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;754;22302;85515;43869;634;5058;97;158132
2016-11;Região de Saúde do Centro;Hospital Figueira Foz;130;3626;34879;28158;178;1131;77;68102
2016-11;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;287;8401;35956;31844;1619;1236;63815;79343
2016-11;Região de Saúde LVT;Hospital de Cascais, PPP;384;17083;54309;78285;862;666;0;151589
2016-11;Região de Saúde LVT;Hospital de Loures;405;15746;69175;99041;1801;445;105;186613
2016-11;Região de Saúde Norte;CHU Porto;795;14796;80234;17829;1367;1468;15146;116489
2016-11;Região de Saúde Norte;CH Entre Douro e Vouga;910;22685;73270;28699;1425;34466;1633;161455
2016-11;Região de Saúde do Centro;CH Leiria;616;11496;91151;76623;1894;1903;0;183683
2016-11;Região de Saúde LVT;CH Barreiro/Montijo;288;7704;34185;16843;375;3076;69969;62471
2016-11;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;434;11409;50618;41707;554;3348;62714;108070
2016-11;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;751;14663;61105;58127;1292;3829;0;139767
2016-11;Região de Saúde Norte;CH Póvoa Varzim/Vila Conde;157;5670;22700;37916;381;1216;0;68040
2016-11;Região de Saúde Norte;CH Trás-os-Montes Alto Douro;454;14602;91005;40898;1205;16327;1523;164491
2016-11;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;191;9158;47910;54014;1200;4147;769;116620
2016-11;Região de Saúde Norte;ULS Matosinhos;303;13803;39635;20998;2198;5721;143;82658
2016-11;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;434;16722;76491;55078;763;1416;0;150904
2016-11;Região de Saúde do Alentejo;Hospital Espírito Santo Évora;361;10733;28621;23672;1236;3441;1084;68064
2016-11;Região de Saúde do Centro;CHU Cova da Beira;124;2803;33439;12399;88;1412;18320;50265
2016-11;Região de Saúde do Centro;ULS Guarda;264;7026;40465;38929;3632;2658;4083;92974
2016-11;Região de Saúde LVT;Hospital Vila Franca Xira;464;14555;60444;47407;3008;1399;59;127277
2016-11;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;345;14405;54520;41829;296;1907;6670;113302
2016-11;Região de Saúde Norte;Hospital de Braga;720;16236;107712;62024;2154;0;624;188846
2016-10;Região de Saúde do Alentejo;ULS Baixo Alentejo;134;7247;30842;11259;821;1456;37779;51759
2016-10;Região de Saúde do Centro;CHU Cova da Beira;105;2566;30714;11508;83;1283;16817;46259
2016-10;Região de Saúde do Centro;ULS Guarda;249;6790;38495;35583;1623;2484;3558;85224
2016-10;Região de Saúde LVT;CH Barreiro/Montijo;267;6924;31130;15376;339;2818;63180;56854
2016-10;Região de Saúde Norte;CHU Porto;731;13584;73575;16306;1252;1328;13402;106776
2016-10;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;176;8344;43408;49232;1064;3887;561;106111
2016-10;Região de Saúde do Alentejo;ULS Norte Alentejano;223;8303;28941;36894;1044;2120;0;77525
2016-10;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;252;7620;32585;28932;1499;1120;57550;72008
2016-10;Região de Saúde LVT;CH Setúbal;315;9515;39946;19956;381;2811;47824;72924
2016-10;Região de Saúde LVT;CHU Lisboa Norte;686;13412;59148;65370;5754;3114;40309;147484
2016-10;Região de Saúde LVT;Hospital de Cascais, PPP;345;15286;49088;70890;796;651;0;137056
2016-10;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;316;13157;49754;37451;266;1710;6092;102654
2016-10;Região de Saúde LVT;Hospital Fernando Fonseca;697;28781;74384;109309;4384;8250;585;225805
2016-10;Região de Saúde Norte;CH Póvoa Varzim/Vila Conde;135;5096;20790;34509;354;1106;0;61990
2016-10;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;273;7835;54812;26320;875;3858;219;93973
2016-10;Região de Saúde do Centro;CH Leiria;566;10547;83625;70295;1737;1746;0;168516
2016-10;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;687;20418;78128;40073;569;4618;84;144493
2016-10;Região de Saúde do Centro;CHU Coimbra;1176;26746;94522;41442;1852;947;76976;166685
2016-10;Região de Saúde do Centro;Hospital Figueira Foz;122;3346;31856;25658;162;1023;75;62167
2016-10;Região de Saúde LVT;Hospital Vila Franca Xira;417;13168;54571;42606;2758;1251;47;114771
2016-10;Região de Saúde LVT;Hospital Garcia de Orta;540;12609;35672;36473;6958;1537;41378;93789
2016-10;Região de Saúde Norte;CHU São João;971;19696;79184;35746;3082;1887;77157;140566
2016-10;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;813;15369;66528;70053;619;6420;14087;159802
2016-10;Região de Saúde Norte;CH Vila Nova Gaia/Espinho;369;13526;79486;45263;914;6626;725;146184
2016-10;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;404;15304;69744;50611;719;1291;0;138073
2016-10;Região de Saúde do Algarve;CHU Algarve;1029;42116;132001;98031;1090;11932;15731;286199
2016-10;Região de Saúde do Centro;ULS Castelo Branco;144;3287;30858;19584;572;1266;0;55711
2016-10;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;668;13395;54889;52570;1193;3624;0;126339
2016-10;Região de Saúde LVT;Hospital de Loures;371;14328;62855;89473;1664;397;96;169088
2016-10;Região de Saúde do Alentejo;Hospital Espírito Santo Évora;294;9060;24832;20433;1066;3005;3878;58690
2016-10;Região de Saúde do Alentejo;ULS Litoral Alentejano;105;4740;23302;14799;132;1244;38767;44322
2016-10;Região de Saúde do Centro;CH Tondela-Viseu;493;15454;61786;43610;2543;6123;14092;130009
2016-10;Região de Saúde LVT;CHU Lisboa Central;651;9062;61822;55316;3423;960;83476;131234
2016-10;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;404;10383;48095;38906;494;3201;53806;101483
2016-10;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;239;11750;60661;31394;683;2072;385;106799
2016-10;Região de Saúde Norte;CH Entre Douro e Vouga;836;20549;66868;26341;1295;30879;1471;146768
2016-10;Região de Saúde Norte;CH Trás-os-Montes Alto Douro;410;13379;83277;37505;1111;14931;1305;150613
2016-10;Região de Saúde Norte;Hospital de Braga;653;14794;99051;56117;1883;0;549;172498
2016-10;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;105;3973;22432;28522;577;2632;0;58241
2016-10;Região de Saúde Norte;ULS Matosinhos;278;12537;36067;19327;2021;5143;120;75373
2016-09;Região de Saúde do Centro;CH Leiria;515;9606;76156;64003;1580;1589;0;153449
2016-09;Região de Saúde do Centro;CH Tondela-Viseu;447;14044;55912;39890;2321;5518;12264;118132
2016-09;Região de Saúde do Centro;Hospital Figueira Foz;113;3025;28639;23333;146;963;71;56219
2016-09;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;611;12148;49011;47083;1094;3437;0;113384
2016-09;Região de Saúde Norte;CHU Porto;668;12290;66652;14516;1148;1234;11499;96508
2016-09;Região de Saúde Norte;CH Vila Nova Gaia/Espinho;338;12221;70927;41003;781;5940;647;131210
2016-09;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;624;18405;70503;36036;504;4203;69;130275
2016-09;Região de Saúde LVT;CH Barreiro/Montijo;242;6215;28027;13853;313;2520;56505;51170
2016-09;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;229;6619;29119;25885;1351;1007;51713;64210
2016-09;Região de Saúde LVT;Hospital Vila Franca Xira;371;11960;48714;38136;2544;1069;45;102794
2016-09;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;285;11901;44642;33688;244;1598;5383;92358
2016-09;Região de Saúde LVT;Hospital Fernando Fonseca;634;25915;67160;97949;3946;7436;496;203040
2016-09;Região de Saúde LVT;Hospital Garcia de Orta;489;11364;32096;32751;6299;1388;36963;84387
2016-09;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;216;10660;54364;27958;594;1859;383;95651
2016-09;Região de Saúde Norte;CH Entre Douro e Vouga;769;18308;60185;23924;1153;27731;1430;132070
2016-09;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;787;14733;60995;62423;595;6159;11397;145692
2016-09;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;165;7589;38639;44234;1003;3535;506;95165
2016-09;Região de Saúde Norte;Hospital de Braga;584;13421;89333;50225;1647;0;480;155210
2016-09;Região de Saúde Norte;ULS Matosinhos;256;11312;32275;17457;1839;4619;107;67758
2016-09;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;357;13751;62769;46107;651;1150;0;124785
2016-09;Região de Saúde do Alentejo;Hospital Espírito Santo Évora;237;7469;19699;16389;892;2448;9007;47134
2016-09;Região de Saúde do Alentejo;ULS Baixo Alentejo;123;6509;27470;9975;725;1417;33999;46219
2016-09;Região de Saúde do Alentejo;ULS Litoral Alentejano;94;4311;21279;13366;118;1155;35262;40323
2016-09;Região de Saúde do Algarve;CHU Algarve;915;38102;119313;88254;972;10808;15634;258364
2016-09;Região de Saúde do Centro;CHU Cova da Beira;93;2276;27782;10549;76;1177;15274;41953
2016-09;Região de Saúde do Centro;CHU Coimbra;1061;24058;84646;37677;1556;789;68872;149787
2016-09;Região de Saúde LVT;CHU Lisboa Central;590;8210;55867;49808;3078;853;74494;118406
2016-09;Região de Saúde LVT;Hospital de Cascais, PPP;309;13583;43755;63739;720;637;0;122743
2016-09;Região de Saúde LVT;Hospital de Loures;331;12838;56397;80162;1474;355;89;151557
2016-09;Região de Saúde Norte;CH Trás-os-Montes Alto Douro;362;12158;74956;33935;1015;13534;1120;135960
2016-09;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;91;3617;19973;25524;498;2430;0;52133
2016-09;Região de Saúde do Centro;ULS Guarda;223;6251;34669;32397;1443;2253;3220;77236
2016-09;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;368;9942;43778;35297;438;2954;46736;92777
2016-09;Região de Saúde Norte;CHU São João;872;17669;70828;32250;2744;1722;68597;126085
2016-09;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;253;7159;49757;23788;759;3431;198;85147
2016-09;Região de Saúde do Alentejo;ULS Norte Alentejano;202;7532;25890;33470;911;1912;0;69917
2016-09;Região de Saúde do Centro;ULS Castelo Branco;134;3038;27872;17580;520;1172;0;50316
2016-09;Região de Saúde LVT;CH Setúbal;280;8585;35951;18040;337;2554;42915;65747
2016-09;Região de Saúde LVT;CHU Lisboa Norte;605;11949;52658;58315;5146;2809;36050;131482
2016-09;Região de Saúde Norte;CH Póvoa Varzim/Vila Conde;119;4634;18790;30951;321;991;0;55806
2016-08;Região de Saúde do Alentejo;ULS Litoral Alentejano;86;3943;19145;12167;101;1062;31731;36504
2016-08;Região de Saúde do Alentejo;ULS Norte Alentejano;183;6797;23082;30158;781;1708;0;62709
2016-08;Região de Saúde do Centro;Hospital Figueira Foz;98;2736;25593;21056;131;902;67;50516
2016-08;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;203;5791;25703;23010;1187;901;46653;56795
2016-08;Região de Saúde LVT;Hospital Vila Franca Xira;313;10835;43352;34247;2292;916;43;91955
2016-08;Região de Saúde LVT;Hospital Fernando Fonseca;587;23420;60275;87391;3462;6652;461;181787
2016-08;Região de Saúde LVT;Hospital Garcia de Orta;438;10241;28609;28988;5496;1238;33405;75010
2016-08;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;708;13384;54872;56422;531;5590;10177;131507
2016-08;Região de Saúde Norte;Hospital de Braga;532;12051;80174;44774;1408;0;427;138939
2016-08;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;560;16492;63118;32580;438;3780;61;116968
2016-08;Região de Saúde do Centro;CHU Coimbra;979;21417;75952;33269;985;743;62043;133345
2016-08;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;336;8925;39111;31217;383;2591;42488;82563
2016-08;Região de Saúde Norte;CHU São João;790;15714;62750;28834;2452;1562;61940;112102
2016-08;Região de Saúde Norte;CH Trás-os-Montes Alto Douro;329;11022;66849;30501;898;12359;949;121958
2016-08;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;147;6815;34262;39643;907;3152;459;84926
2016-08;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;84;3285;17759;22973;443;2226;0;46770
2016-08;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;322;12324;55850;41621;588;1028;0;111733
2016-08;Região de Saúde do Centro;CHU Cova da Beira;83;2081;24908;9516;71;1010;14055;37669
2016-08;Região de Saúde do Centro;ULS Guarda;197;5733;31102;29603;1290;1984;2832;69909
2016-08;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;556;11154;43845;42276;982;3217;0;102030
2016-08;Região de Saúde LVT;Hospital de Loures;298;11563;50501;72238;1246;318;82;136164
2016-08;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;257;10662;39642;30565;219;1428;4726;82773
2016-08;Região de Saúde Norte;CHU Porto;595;10847;58545;12592;1002;1072;11331;84653
2016-08;Região de Saúde do Alentejo;Hospital Espírito Santo Évora;235;7374;19367;16129;876;2404;3815;46385
2016-08;Região de Saúde do Centro;CH Leiria;462;8617;68320;57430;1418;1426;0;137673
2016-08;Região de Saúde do Centro;CH Tondela-Viseu;401;12634;50038;36170;2099;4913;10974;106255
2016-08;Região de Saúde do Centro;ULS Castelo Branco;121;2736;24955;15862;461;1048;0;45183
2016-08;Região de Saúde LVT;CHU Lisboa Norte;546;10685;46663;51720;4541;2510;32678;116665
2016-08;Região de Saúde LVT;Hospital de Cascais, PPP;269;12202;38974;57532;639;616;0;110232
2016-08;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;200;9651;48815;24976;546;1662;307;85850
2016-08;Região de Saúde Norte;CH Póvoa Varzim/Vila Conde;109;4239;16803;27870;297;909;0;50227
2016-08;Região de Saúde do Alentejo;ULS Baixo Alentejo;110;5820;24364;8963;663;1358;30847;41278
2016-08;Região de Saúde do Algarve;CHU Algarve;818;33974;106025;78499;826;9926;15220;230068
2016-08;Região de Saúde LVT;CH Barreiro/Montijo;222;5535;25005;12249;270;2237;50783;45518
2016-08;Região de Saúde LVT;CHU Lisboa Central;534;7434;49920;44080;2705;758;67305;105431
2016-08;Região de Saúde LVT;CH Setúbal;264;7692;31996;16076;279;2316;38769;58623
2016-08;Região de Saúde Norte;CH Entre Douro e Vouga;702;16146;53516;21754;972;25279;1399;118369
2016-08;Região de Saúde Norte;CH Vila Nova Gaia/Espinho;300;10868;63154;37106;649;5313;599;117390
2016-08;Região de Saúde Norte;ULS Matosinhos;232;10130;28583;15433;1690;4096;95;60164
